agebroad,percentagetotalpopulation,continent,variant,year
20_64,46.071,904,estimates,1951
20_69,47.586,904,estimates,1951
25_49,28.888,904,estimates,1951
25_64,37.184,904,estimates,1951
25_69,38.699,904,estimates,1951
15plus,59.492,904,estimates,1951
16plus,57.411,904,estimates,1951
17plus,55.389,904,estimates,1951
18plus,53.425,904,estimates,1951
20plus,49.632,904,estimates,1951
21plus,47.787,904,estimates,1951
25plus,40.745,904,estimates,1951
50plus,11.857,904,estimates,1951
60plus,5.657,904,estimates,1951
65plus,3.561,904,estimates,1951
70plus,2.046,904,estimates,1951
75plus,1.034,904,estimates,1951
80plus,0.444,904,estimates,1951
85plus,0.184,904,estimates,1951
90plus,0.071,904,estimates,1951
total,100,904,estimates,1951
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1952
0_1,7.224,904,estimates,1952
0_4,16.565,904,estimates,1952
0_14,40.769,904,estimates,1952
0_17,46.823,904,estimates,1952
0_19,50.58,904,estimates,1952
0_24,59.355,904,estimates,1952
3_4,6.059,904,estimates,1952
3_5,8.875,904,estimates,1952
3_6,11.57,904,estimates,1952
4_5,5.768,904,estimates,1952
4_6,8.463,904,estimates,1952
5_14,24.204,904,estimates,1952
5_10,15.368,904,estimates,1952
5_11,17.653,904,estimates,1952
6_9,10.204,904,estimates,1952
6_10,12.552,904,estimates,1952
6_11,14.837,904,estimates,1952
6_12,17.067,904,estimates,1952
7_10,9.857,904,estimates,1952
7_12,14.372,904,estimates,1952
11_16,12.931,904,estimates,1952
11_17,14.89,904,estimates,1952
11_18,16.793,904,estimates,1952
12_14,6.551,904,estimates,1952
12_16,10.646,904,estimates,1952
12_17,12.605,904,estimates,1952
12_18,14.508,904,estimates,1952
13_17,10.374,904,estimates,1952
13_18,12.277,904,estimates,1952
13_19,14.132,904,estimates,1952
15_17,6.054,904,estimates,1952
18_23,10.843,904,estimates,1952
15_24,18.586,904,estimates,1952
15_49,47.378,904,estimates,1952
15_59,53.584,904,estimates,1952
15_64,55.671,904,estimates,1952
20_64,45.859,904,estimates,1952
20_69,47.379,904,estimates,1952
25_49,28.791,904,estimates,1952
25_64,37.084,904,estimates,1952
25_69,38.604,904,estimates,1952
15plus,59.231,904,estimates,1952
16plus,57.153,904,estimates,1952
17plus,55.136,904,estimates,1952
18plus,53.177,904,estimates,1952
20plus,49.42,904,estimates,1952
21plus,47.602,904,estimates,1952
25plus,40.645,904,estimates,1952
50plus,11.853,904,estimates,1952
60plus,5.647,904,estimates,1952
65plus,3.56,904,estimates,1952
70plus,2.04,904,estimates,1952
75plus,1.031,904,estimates,1952
80plus,0.439,904,estimates,1952
85plus,0.171,904,estimates,1952
90plus,0.065,904,estimates,1952
total,100,904,estimates,1952
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1953
0_1,7.319,904,estimates,1953
0_4,16.774,904,estimates,1953
0_14,41.002,904,estimates,1953
0_17,47.043,904,estimates,1953
0_19,50.785,904,estimates,1953
0_24,59.44,904,estimates,1953
3_4,6.129,904,estimates,1953
3_5,8.972,904,estimates,1953
3_6,11.69,904,estimates,1953
4_5,5.828,904,estimates,1953
4_6,8.545,904,estimates,1953
5_14,24.229,904,estimates,1953
5_10,15.446,904,estimates,1953
5_11,17.726,904,estimates,1953
6_9,10.256,904,estimates,1953
6_10,12.603,904,estimates,1953
6_11,14.883,904,estimates,1953
6_12,17.101,904,estimates,1953
7_10,9.886,904,estimates,1953
7_12,14.384,904,estimates,1953
11_16,12.868,904,estimates,1953
11_17,14.823,904,estimates,1953
11_18,16.721,904,estimates,1953
12_14,6.503,904,estimates,1953
12_16,10.589,904,estimates,1953
12_17,12.543,904,estimates,1953
12_18,14.442,904,estimates,1953
13_17,10.325,904,estimates,1953
13_18,12.224,904,estimates,1953
13_19,14.067,904,estimates,1953
15_17,6.041,904,estimates,1953
18_23,10.727,904,estimates,1953
15_24,18.438,904,estimates,1953
15_49,47.144,904,estimates,1953
15_59,53.359,904,estimates,1953
15_64,55.44,904,estimates,1953
20_64,45.657,904,estimates,1953
20_69,47.184,904,estimates,1953
25_49,28.706,904,estimates,1953
25_64,37.002,904,estimates,1953
25_69,38.529,904,estimates,1953
15plus,58.998,904,estimates,1953
16plus,56.926,904,estimates,1953
17plus,54.912,904,estimates,1953
18plus,52.957,904,estimates,1953
20plus,49.215,904,estimates,1953
21plus,47.418,904,estimates,1953
25plus,40.56,904,estimates,1953
50plus,11.854,904,estimates,1953
60plus,5.638,904,estimates,1953
65plus,3.558,904,estimates,1953
70plus,2.03,904,estimates,1953
75plus,1.022,904,estimates,1953
80plus,0.43,904,estimates,1953
85plus,0.156,904,estimates,1953
90plus,0.059,904,estimates,1953
total,100,904,estimates,1953
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1954
0_1,7.368,904,estimates,1954
0_4,16.904,904,estimates,1954
0_14,41.194,904,estimates,1954
0_17,47.215,904,estimates,1954
0_19,50.952,904,estimates,1954
0_24,59.507,904,estimates,1954
3_4,6.181,904,estimates,1954
3_5,9.05,904,estimates,1954
3_6,11.789,904,estimates,1954
4_5,5.883,904,estimates,1954
4_6,8.622,904,estimates,1954
5_14,24.29,904,estimates,1954
5_10,15.538,904,estimates,1954
5_11,17.817,904,estimates,1954
6_9,10.317,904,estimates,1954
6_10,12.669,904,estimates,1954
6_11,14.948,904,estimates,1954
6_12,17.163,904,estimates,1954
7_10,9.929,904,estimates,1954
7_12,14.423,904,estimates,1954
11_16,12.819,904,estimates,1954
11_17,14.774,904,estimates,1954
11_18,16.67,904,estimates,1954
12_14,6.473,904,estimates,1954
12_16,10.54,904,estimates,1954
12_17,12.494,904,estimates,1954
12_18,14.39,904,estimates,1954
13_17,10.28,904,estimates,1954
13_18,12.176,904,estimates,1954
13_19,14.017,904,estimates,1954
15_17,6.022,904,estimates,1954
18_23,10.646,904,estimates,1954
15_24,18.313,904,estimates,1954
15_49,46.941,904,estimates,1954
15_59,53.168,904,estimates,1954
15_64,55.253,904,estimates,1954
20_64,45.494,904,estimates,1954
20_69,47.03,904,estimates,1954
25_49,28.628,904,estimates,1954
25_64,36.939,904,estimates,1954
25_69,38.475,904,estimates,1954
15plus,58.806,904,estimates,1954
16plus,56.749,904,estimates,1954
17plus,54.739,904,estimates,1954
18plus,52.785,904,estimates,1954
20plus,49.048,904,estimates,1954
21plus,47.26,904,estimates,1954
25plus,40.493,904,estimates,1954
50plus,11.865,904,estimates,1954
60plus,5.638,904,estimates,1954
65plus,3.554,904,estimates,1954
70plus,2.018,904,estimates,1954
75plus,1.007,904,estimates,1954
80plus,0.414,904,estimates,1954
85plus,0.139,904,estimates,1954
90plus,0.049,904,estimates,1954
total,100,904,estimates,1954
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1955
0_1,7.368,904,estimates,1955
0_4,16.979,904,estimates,1955
0_14,41.349,904,estimates,1955
0_17,47.343,904,estimates,1955
0_19,51.08,904,estimates,1955
0_24,59.565,904,estimates,1955
3_4,6.234,904,estimates,1955
3_5,9.124,904,estimates,1955
3_6,11.883,904,estimates,1955
4_5,5.926,904,estimates,1955
4_6,8.684,904,estimates,1955
5_14,24.37,904,estimates,1955
5_10,15.625,904,estimates,1955
5_11,17.907,904,estimates,1955
6_9,10.377,904,estimates,1955
6_10,12.735,904,estimates,1955
6_11,15.017,904,estimates,1955
6_12,17.232,904,estimates,1955
7_10,9.976,904,estimates,1955
7_12,14.474,904,estimates,1955
11_16,12.788,904,estimates,1955
11_17,14.739,904,estimates,1955
11_18,16.636,904,estimates,1955
12_14,6.463,904,estimates,1955
12_16,10.505,904,estimates,1955
12_17,12.456,904,estimates,1955
12_18,14.353,904,estimates,1955
13_17,10.241,904,estimates,1955
13_18,12.138,904,estimates,1955
13_19,13.978,904,estimates,1955
15_17,5.993,904,estimates,1955
18_23,10.598,904,estimates,1955
15_24,18.216,904,estimates,1955
15_49,46.764,904,estimates,1955
15_59,53.004,904,estimates,1955
15_64,55.103,904,estimates,1955
20_64,45.373,904,estimates,1955
20_69,46.917,904,estimates,1955
25_49,28.548,904,estimates,1955
25_64,36.887,904,estimates,1955
25_69,38.432,904,estimates,1955
15plus,58.651,904,estimates,1955
16plus,56.607,904,estimates,1955
17plus,54.608,904,estimates,1955
18plus,52.657,904,estimates,1955
20plus,48.92,904,estimates,1955
21plus,47.134,904,estimates,1955
25plus,40.435,904,estimates,1955
50plus,11.887,904,estimates,1955
60plus,5.647,904,estimates,1955
65plus,3.547,904,estimates,1955
70plus,2.003,904,estimates,1955
75plus,0.985,904,estimates,1955
80plus,0.392,904,estimates,1955
85plus,0.119,904,estimates,1955
90plus,0.035,904,estimates,1955
total,100,904,estimates,1955
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1956
0_1,7.376,904,estimates,1956
0_4,17.159,904,estimates,1956
0_14,41.68,904,estimates,1956
0_17,47.616,904,estimates,1956
0_19,51.334,904,estimates,1956
0_24,59.739,904,estimates,1956
3_4,6.347,904,estimates,1956
3_5,9.286,904,estimates,1956
3_6,12.087,904,estimates,1956
4_5,6.03,904,estimates,1956
4_6,8.831,904,estimates,1956
5_14,24.521,904,estimates,1956
5_10,15.797,904,estimates,1956
5_11,18.083,904,estimates,1956
6_9,10.491,904,estimates,1956
6_10,12.858,904,estimates,1956
6_11,15.143,904,estimates,1956
6_12,17.355,904,estimates,1956
7_10,10.057,904,estimates,1956
7_12,14.554,904,estimates,1956
11_16,12.728,904,estimates,1956
11_17,14.66,904,estimates,1956
11_18,16.545,904,estimates,1956
12_14,6.438,904,estimates,1956
12_16,10.442,904,estimates,1956
12_17,12.375,904,estimates,1956
12_18,14.26,904,estimates,1956
13_17,10.163,904,estimates,1956
13_18,12.049,904,estimates,1956
13_19,13.882,904,estimates,1956
15_17,5.936,904,estimates,1956
18_23,10.527,904,estimates,1956
15_24,18.059,904,estimates,1956
15_49,46.422,904,estimates,1956
15_59,52.641,904,estimates,1956
15_64,54.748,904,estimates,1956
20_64,45.094,904,estimates,1956
20_69,46.634,904,estimates,1956
25_49,28.363,904,estimates,1956
25_64,36.689,904,estimates,1956
25_69,38.229,904,estimates,1956
15plus,58.32,904,estimates,1956
16plus,56.293,904,estimates,1956
17plus,54.316,904,estimates,1956
18plus,52.384,904,estimates,1956
20plus,48.666,904,estimates,1956
21plus,46.888,904,estimates,1956
25plus,40.261,904,estimates,1956
50plus,11.898,904,estimates,1956
60plus,5.679,904,estimates,1956
65plus,3.572,904,estimates,1956
70plus,2.032,904,estimates,1956
75plus,1.008,904,estimates,1956
80plus,0.41,904,estimates,1956
85plus,0.127,904,estimates,1956
90plus,0.035,904,estimates,1956
total,100,904,estimates,1956
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1957
0_1,7.224,904,estimates,1957
0_4,17.153,904,estimates,1957
0_14,41.917,904,estimates,1957
0_17,47.815,904,estimates,1957
0_19,51.511,904,estimates,1957
0_24,59.871,904,estimates,1957
3_4,6.45,904,estimates,1957
3_5,9.441,904,estimates,1957
3_6,12.292,904,estimates,1957
4_5,6.135,904,estimates,1957
4_6,8.986,904,estimates,1957
5_14,24.765,904,estimates,1957
5_10,16.023,904,estimates,1957
5_11,18.322,904,estimates,1957
6_9,10.646,904,estimates,1957
6_10,13.032,904,estimates,1957
6_11,15.33,904,estimates,1957
6_12,17.549,904,estimates,1957
7_10,10.182,904,estimates,1957
7_12,14.699,904,estimates,1957
11_16,12.724,904,estimates,1957
11_17,14.639,904,estimates,1957
11_18,16.51,904,estimates,1957
12_14,6.443,904,estimates,1957
12_16,10.426,904,estimates,1957
12_17,12.34,904,estimates,1957
12_18,14.211,904,estimates,1957
13_17,10.122,904,estimates,1957
13_18,11.993,904,estimates,1957
13_19,13.817,904,estimates,1957
15_17,5.898,904,estimates,1957
18_23,10.479,904,estimates,1957
15_24,17.953,904,estimates,1957
15_49,46.157,904,estimates,1957
15_59,52.363,904,estimates,1957
15_64,54.489,904,estimates,1957
20_64,44.895,904,estimates,1957
20_69,46.433,904,estimates,1957
25_49,28.204,904,estimates,1957
25_64,36.536,904,estimates,1957
25_69,38.073,904,estimates,1957
15plus,58.083,904,estimates,1957
16plus,56.064,904,estimates,1957
17plus,54.099,904,estimates,1957
18plus,52.185,904,estimates,1957
20plus,48.489,904,estimates,1957
21plus,46.715,904,estimates,1957
25plus,40.129,904,estimates,1957
50plus,11.925,904,estimates,1957
60plus,5.72,904,estimates,1957
65plus,3.594,904,estimates,1957
70plus,2.056,904,estimates,1957
75plus,1.024,904,estimates,1957
80plus,0.423,904,estimates,1957
85plus,0.133,904,estimates,1957
90plus,0.035,904,estimates,1957
total,100,904,estimates,1957
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1958
0_1,7.142,904,estimates,1958
0_4,17.048,904,estimates,1958
0_14,42.107,904,estimates,1958
0_17,47.986,904,estimates,1958
0_19,51.654,904,estimates,1958
0_24,59.987,904,estimates,1958
3_4,6.519,904,estimates,1958
3_5,9.556,904,estimates,1958
3_6,12.453,904,estimates,1958
4_5,6.22,904,estimates,1958
4_6,9.118,904,estimates,1958
5_14,25.059,904,estimates,1958
5_10,16.271,904,estimates,1958
5_11,18.588,904,estimates,1958
6_9,10.822,904,estimates,1958
6_10,13.234,904,estimates,1958
6_11,15.551,904,estimates,1958
6_12,17.784,904,estimates,1958
7_10,10.336,904,estimates,1958
7_12,14.886,904,estimates,1958
11_16,12.762,904,estimates,1958
11_17,14.667,904,estimates,1958
11_18,16.523,904,estimates,1958
12_14,6.471,904,estimates,1958
12_16,10.445,904,estimates,1958
12_17,12.35,904,estimates,1958
12_18,14.206,904,estimates,1958
13_17,10.117,904,estimates,1958
13_18,11.972,904,estimates,1958
13_19,13.785,904,estimates,1958
15_17,5.879,904,estimates,1958
18_23,10.434,904,estimates,1958
15_24,17.88,904,estimates,1958
15_49,45.934,904,estimates,1958
15_59,52.13,904,estimates,1958
15_64,54.28,904,estimates,1958
20_64,44.733,904,estimates,1958
20_69,46.27,904,estimates,1958
25_49,28.054,904,estimates,1958
25_64,36.4,904,estimates,1958
25_69,37.937,904,estimates,1958
15plus,57.893,904,estimates,1958
16plus,55.877,904,estimates,1958
17plus,53.919,904,estimates,1958
18plus,52.014,904,estimates,1958
20plus,48.346,904,estimates,1958
21plus,46.579,904,estimates,1958
25plus,40.013,904,estimates,1958
50plus,11.959,904,estimates,1958
60plus,5.763,904,estimates,1958
65plus,3.613,904,estimates,1958
70plus,2.076,904,estimates,1958
75plus,1.034,904,estimates,1958
80plus,0.429,904,estimates,1958
85plus,0.136,904,estimates,1958
90plus,0.034,904,estimates,1958
total,100,904,estimates,1958
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1959
0_1,7.077,904,estimates,1959
0_4,16.936,904,estimates,1959
0_14,42.286,904,estimates,1959
0_17,48.161,904,estimates,1959
0_19,51.806,904,estimates,1959
0_24,60.11,904,estimates,1959
3_4,6.473,904,estimates,1959
3_5,9.537,904,estimates,1959
3_6,12.47,904,estimates,1959
4_5,6.261,904,estimates,1959
4_6,9.194,904,estimates,1959
5_14,25.35,904,estimates,1959
5_10,16.496,904,estimates,1959
5_11,18.837,904,estimates,1959
6_9,10.985,904,estimates,1959
6_10,13.432,904,estimates,1959
6_11,15.773,904,estimates,1959
6_12,18.023,904,estimates,1959
7_10,10.498,904,estimates,1959
7_12,15.089,904,estimates,1959
11_16,12.831,904,estimates,1959
11_17,14.729,904,estimates,1959
11_18,16.576,904,estimates,1959
12_14,6.513,904,estimates,1959
12_16,10.49,904,estimates,1959
12_17,12.388,904,estimates,1959
12_18,14.235,904,estimates,1959
13_17,10.138,904,estimates,1959
13_18,11.985,904,estimates,1959
13_19,13.783,904,estimates,1959
15_17,5.875,904,estimates,1959
18_23,10.385,904,estimates,1959
15_24,17.825,904,estimates,1959
15_49,45.724,904,estimates,1959
15_59,51.912,904,estimates,1959
15_64,54.083,904,estimates,1959
20_64,44.563,904,estimates,1959
20_69,46.106,904,estimates,1959
25_49,27.899,904,estimates,1959
25_64,36.259,904,estimates,1959
25_69,37.802,904,estimates,1959
15plus,57.714,904,estimates,1959
16plus,55.693,904,estimates,1959
17plus,53.737,904,estimates,1959
18plus,51.839,904,estimates,1959
20plus,48.194,904,estimates,1959
21plus,46.439,904,estimates,1959
25plus,39.89,904,estimates,1959
50plus,11.991,904,estimates,1959
60plus,5.802,904,estimates,1959
65plus,3.631,904,estimates,1959
70plus,2.088,904,estimates,1959
75plus,1.037,904,estimates,1959
80plus,0.427,904,estimates,1959
85plus,0.135,904,estimates,1959
90plus,0.032,904,estimates,1959
total,100,904,estimates,1959
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1960
0_1,7.044,904,estimates,1960
0_4,16.882,904,estimates,1960
0_14,42.464,904,estimates,1960
0_17,48.354,904,estimates,1960
0_19,51.982,904,estimates,1960
0_24,60.247,904,estimates,1960
3_4,6.454,904,estimates,1960
3_5,9.516,904,estimates,1960
3_6,12.464,904,estimates,1960
4_5,6.235,904,estimates,1960
4_6,9.183,904,estimates,1960
5_14,25.583,904,estimates,1960
5_10,16.645,904,estimates,1960
5_11,19.02,904,estimates,1960
6_9,11.096,904,estimates,1960
6_10,13.584,904,estimates,1960
6_11,15.958,904,estimates,1960
6_12,18.23,904,estimates,1960
7_10,10.636,904,estimates,1960
7_12,15.283,904,estimates,1960
11_16,12.93,904,estimates,1960
11_17,14.826,904,estimates,1960
11_18,16.666,904,estimates,1960
12_14,6.563,904,estimates,1960
12_16,10.555,904,estimates,1960
12_17,12.452,904,estimates,1960
12_18,14.291,904,estimates,1960
13_17,10.18,904,estimates,1960
13_18,12.019,904,estimates,1960
13_19,13.808,904,estimates,1960
15_17,5.889,904,estimates,1960
18_23,10.334,904,estimates,1960
15_24,17.783,904,estimates,1960
15_49,45.517,904,estimates,1960
15_59,51.701,904,estimates,1960
15_64,53.887,904,estimates,1960
20_64,44.369,904,estimates,1960
20_69,45.926,904,estimates,1960
25_49,27.734,904,estimates,1960
25_64,36.104,904,estimates,1960
25_69,37.661,904,estimates,1960
15plus,57.536,904,estimates,1960
16plus,55.503,904,estimates,1960
17plus,53.543,904,estimates,1960
18plus,51.646,904,estimates,1960
20plus,48.018,904,estimates,1960
21plus,46.276,904,estimates,1960
25plus,39.753,904,estimates,1960
50plus,12.019,904,estimates,1960
60plus,5.834,904,estimates,1960
65plus,3.649,904,estimates,1960
70plus,2.092,904,estimates,1960
75plus,1.034,904,estimates,1960
80plus,0.418,904,estimates,1960
85plus,0.127,904,estimates,1960
90plus,0.028,904,estimates,1960
total,100,904,estimates,1960
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1961
0_1,7.019,904,estimates,1961
0_4,16.805,904,estimates,1961
0_14,42.638,904,estimates,1961
0_17,48.545,904,estimates,1961
0_19,52.16,904,estimates,1961
0_24,60.379,904,estimates,1961
3_4,6.429,904,estimates,1961
3_5,9.494,904,estimates,1961
3_6,12.456,904,estimates,1961
4_5,6.231,904,estimates,1961
4_6,9.193,904,estimates,1961
5_14,25.834,904,estimates,1961
5_10,16.801,904,estimates,1961
5_11,19.214,904,estimates,1961
6_9,11.211,904,estimates,1961
6_10,13.736,904,estimates,1961
6_11,16.149,904,estimates,1961
6_12,18.452,904,estimates,1961
7_10,10.774,904,estimates,1961
7_12,15.49,904,estimates,1961
11_16,13.042,904,estimates,1961
11_17,14.94,904,estimates,1961
11_18,16.775,904,estimates,1961
12_14,6.62,904,estimates,1961
12_16,10.628,904,estimates,1961
12_17,12.526,904,estimates,1961
12_18,14.362,904,estimates,1961
13_17,10.224,904,estimates,1961
13_18,12.059,904,estimates,1961
13_19,13.839,904,estimates,1961
15_17,5.907,904,estimates,1961
18_23,10.278,904,estimates,1961
15_24,17.741,904,estimates,1961
15_49,45.312,904,estimates,1961
15_59,51.485,904,estimates,1961
15_64,53.67,904,estimates,1961
20_64,44.148,904,estimates,1961
20_69,45.716,904,estimates,1961
25_49,27.571,904,estimates,1961
25_64,35.929,904,estimates,1961
25_69,37.497,904,estimates,1961
15plus,57.362,904,estimates,1961
16plus,55.321,904,estimates,1961
17plus,53.353,904,estimates,1961
18plus,51.455,904,estimates,1961
20plus,47.84,904,estimates,1961
21plus,46.109,904,estimates,1961
25plus,39.621,904,estimates,1961
50plus,12.05,904,estimates,1961
60plus,5.877,904,estimates,1961
65plus,3.691,904,estimates,1961
70plus,2.123,904,estimates,1961
75plus,1.063,904,estimates,1961
80plus,0.439,904,estimates,1961
85plus,0.139,904,estimates,1961
90plus,0.031,904,estimates,1961
total,100,904,estimates,1961
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1962
0_1,7.088,904,estimates,1962
0_4,16.798,904,estimates,1962
0_14,42.829,904,estimates,1962
0_17,48.757,904,estimates,1962
0_19,52.368,904,estimates,1962
0_24,60.531,904,estimates,1962
3_4,6.383,904,estimates,1962
3_5,9.435,904,estimates,1962
3_6,12.393,904,estimates,1962
4_5,6.198,904,estimates,1962
4_6,9.156,904,estimates,1962
5_14,26.031,904,estimates,1962
5_10,16.878,904,estimates,1962
5_11,19.328,904,estimates,1962
6_9,11.263,904,estimates,1962
6_10,13.826,904,estimates,1962
6_11,16.276,904,estimates,1962
6_12,18.616,904,estimates,1962
7_10,10.868,904,estimates,1962
7_12,15.658,904,estimates,1962
11_16,13.176,904,estimates,1962
11_17,15.081,904,estimates,1962
11_18,16.917,904,estimates,1962
12_14,6.703,904,estimates,1962
12_16,10.726,904,estimates,1962
12_17,12.631,904,estimates,1962
12_18,14.467,904,estimates,1962
13_17,10.291,904,estimates,1962
13_18,12.127,904,estimates,1962
13_19,13.902,904,estimates,1962
15_17,5.928,904,estimates,1962
18_23,10.225,904,estimates,1962
15_24,17.702,904,estimates,1962
15_49,45.097,904,estimates,1962
15_59,51.261,904,estimates,1962
15_64,53.442,904,estimates,1962
20_64,43.903,904,estimates,1962
20_69,45.487,904,estimates,1962
25_49,27.395,904,estimates,1962
25_64,35.74,904,estimates,1962
25_69,37.324,904,estimates,1962
15plus,57.171,904,estimates,1962
16plus,55.123,904,estimates,1962
17plus,53.147,904,estimates,1962
18plus,51.243,904,estimates,1962
20plus,47.632,904,estimates,1962
21plus,45.91,904,estimates,1962
25plus,39.469,904,estimates,1962
50plus,12.074,904,estimates,1962
60plus,5.91,904,estimates,1962
65plus,3.729,904,estimates,1962
70plus,2.144,904,estimates,1962
75plus,1.084,904,estimates,1962
80plus,0.452,904,estimates,1962
85plus,0.146,904,estimates,1962
90plus,0.034,904,estimates,1962
total,100,904,estimates,1962
"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN,904,estimates,1963
0_1,7.129,904,estimates,1963
0_4,16.83,904,estimates,1963
0_14,42.998,904,estimates,1963
0_17,48.957,904,estimates,1963
0_19,52.575,904,estimates,1963
0_24,60.686,904,estimates,1963
3_4,6.333,904,estimates,1963
3_5,9.365,904,estimates,1963
3_6,12.307,904,estimates,1963
4_5,6.152,904,estimates,1963
4_6,9.095,904,estimates,1963
5_14,26.168,904,estimates,1963
5_10,16.873,904,estimates,1963
5_11,19.362,904,estimates,1963
6_9,11.249,904,estimates,1963
6_10,13.842,904,estimates,1963
6_11,16.331,904,estimates,1963
6_12,18.707,904,estimates,1963
7_10,10.9,904,estimates,1963
7_12,15.765,904,estimates,1963
11_16,13.342,904,estimates,1963
11_17,15.253,904,estimates,1963
11_18,17.096,904,estimates,1963
12_14,6.806,904,estimates,1963
12_16,10.853,904,estimates,1963
12_17,12.765,904,estimates,1963
12_18,14.607,904,estimates,1963
13_17,10.388,904,estimates,1963
13_18,12.231,904,estimates,1963
13_19,14.007,904,estimates,1963
15_17,5.959,904,estimates,1963
18_23,10.192,904,estimates,1963
15_24,17.688,904,estimates,1963
15_49,44.91,904,estimates,1963
15_59,51.064,904,estimates,1963
15_64,53.24,904,estimates,1963
20_64,43.663,904,estimates,1963
20_69,45.266,904,estimates,1963
25_49,27.223,904,estimates,1963
25_64,35.553,904,estimates,1963
25_69,37.155,904,estimates,1963
15plus,57.002,904,estimates,1963
16plus,54.938,904,estimates,1963
17plus,52.955,904,estimates,1963
18plus,51.043,904,estimates,1963
20plus,47.425,904,estimates,1963
