continent,year,variant,freq,age1yearinterval,survivorage
904,1960,estimates,5yearly,15,83563.7653883171
904,1960,estimates,5yearly,20,82658.0501808155
904,1960,estimates,5yearly,25,81371.9424374784
904,1960,estimates,5yearly,30,79799.3241080103
904,1960,estimates,5yearly,35,77989.9943123376
904,1960,estimates,5yearly,40,75908.2431712037
904,1960,estimates,5yearly,45,73436.4052328135
904,1960,estimates,5yearly,50,70326.4304220804
904,1960,estimates,5yearly,55,66238.7447259882
904,1960,estimates,5yearly,60,60802.9395536764
904,1960,estimates,5yearly,65,53624.0457551045
904,1960,estimates,5yearly,70,44491.8172049837
904,1960,estimates,5yearly,75,33367.916797567
904,1960,estimates,5yearly,80,21318.8947251118
904,1960,estimates,5yearly,85,10752.944211031
904,1960,estimates,5yearly,90,3887.86777159549
904,1960,estimates,5yearly,95,905.715694281726
904,1960,estimates,5yearly,100plus,123.719426505698
904,1965,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1965,estimates,5yearly,0,100000
904,1965,estimates,5yearly,1,90855.5904773705
904,1965,estimates,5yearly,5,86972.8310813164
904,1965,estimates,5yearly,10,85996.7782301594
904,1965,estimates,5yearly,15,85508.6760291684
904,1965,estimates,5yearly,20,84723.2755651369
904,1965,estimates,5yearly,25,83600.5358558449
904,1965,estimates,5yearly,30,82207.0266002725
904,1965,estimates,5yearly,35,80576.0654765103
904,1965,estimates,5yearly,40,78656.4991379298
904,1965,estimates,5yearly,45,76327.260994206
904,1965,estimates,5yearly,50,73347.4251250235
904,1965,estimates,5yearly,55,69364.3584161423
904,1965,estimates,5yearly,60,63974.29958436
904,1965,estimates,5yearly,65,56768.1660541652
904,1965,estimates,5yearly,70,47479.6484203084
904,1965,estimates,5yearly,75,36005.698101228
904,1965,estimates,5yearly,80,23376.2285787383
904,1965,estimates,5yearly,85,12056.8210362341
904,1965,estimates,5yearly,90,4489.28129357696
904,1965,estimates,5yearly,95,1084.00145125952
904,1965,estimates,5yearly,100plus,154.084153437762
904,1970,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1970,estimates,5yearly,0,100000
904,1970,estimates,5yearly,1,91939.626053543
904,1970,estimates,5yearly,5,88811.6303639115
904,1970,estimates,5yearly,10,88010.5607727725
904,1970,estimates,5yearly,15,87598.4944150486
904,1970,estimates,5yearly,20,86905.7199507986
904,1970,estimates,5yearly,25,85908.9379795179
904,1970,estimates,5yearly,30,84663.0118089746
904,1970,estimates,5yearly,35,83179.5305737711
904,1970,estimates,5yearly,40,81399.6682935001
904,1970,estimates,5yearly,45,79189.4083937893
904,1970,estimates,5yearly,50,76309.8840119059
904,1970,estimates,5yearly,55,72419.0757864277
904,1970,estimates,5yearly,60,67103.1307751049
904,1970,estimates,5yearly,65,59907.2746551936
904,1970,estimates,5yearly,70,50526.166140226
904,1970,estimates,5yearly,75,38780.7516342627
904,1970,estimates,5yearly,80,25627.1103902127
904,1970,estimates,5yearly,85,13552.1789746751
904,1970,estimates,5yearly,90,5217.729959162
904,1970,estimates,5yearly,95,1313.44219527036
904,1970,estimates,5yearly,100plus,195.716671687473
904,1975,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1975,estimates,5yearly,0,100000
904,1975,estimates,5yearly,1,92952.6996171502
904,1975,estimates,5yearly,5,90669.0994415852
904,1975,estimates,5yearly,10,90036.8744036795
904,1975,estimates,5yearly,15,89651.3022178979
904,1975,estimates,5yearly,20,88987.1674945087
904,1975,estimates,5yearly,25,88009.3915788472
904,1975,estimates,5yearly,30,86795.195145218
904,1975,estimates,5yearly,35,85363.8153606491
904,1975,estimates,5yearly,40,83634.0849924502
904,1975,estimates,5yearly,45,81465.6841178423
904,1975,estimates,5yearly,50,78621.011141199
904,1975,estimates,5yearly,55,74766.8072008107
904,1975,estimates,5yearly,60,69484.1948702394
904,1975,estimates,5yearly,65,62304.0668625668
904,1975,estimates,5yearly,70,52878.2283341527
904,1975,estimates,5yearly,75,40980.2789232566
904,1975,estimates,5yearly,80,27449.6911187432
904,1975,estimates,5yearly,85,14782.0811970021
904,1975,estimates,5yearly,90,5823.36284839758
904,1975,estimates,5yearly,95,1505.58729764646
904,1975,estimates,5yearly,100plus,230.724286460204
904,1980,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1980,estimates,5yearly,0,100000
904,1980,estimates,5yearly,1,94022.186657393
904,1980,estimates,5yearly,5,92376.8356652032
904,1980,estimates,5yearly,10,91869.5219877855
904,1980,estimates,5yearly,15,91512.1349248862
904,1980,estimates,5yearly,20,90881.0702448963
904,1980,estimates,5yearly,25,89942.9691414373
904,1980,estimates,5yearly,30,88772.2626094078
904,1980,estimates,5yearly,35,87404.5638899624
904,1980,estimates,5yearly,40,85759.4207365489
904,1980,estimates,5yearly,45,83663.1929950992
904,1980,estimates,5yearly,50,80889.4233113767
904,1980,estimates,5yearly,55,77110.730311785
904,1980,estimates,5yearly,60,71898.3292167283
904,1980,estimates,5yearly,65,64771.9381282832
904,1980,estimates,5yearly,70,55368.1314388882
904,1980,estimates,5yearly,75,43400.4476107866
904,1980,estimates,5yearly,80,29592.4878843818
904,1980,estimates,5yearly,85,16370.0136972327
904,1980,estimates,5yearly,90,6702.50218647951
904,1980,estimates,5yearly,95,1824.61650383978
904,1980,estimates,5yearly,100plus,297.794155756199
904,1985,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1985,estimates,5yearly,0,100000
904,1985,estimates,5yearly,1,95190.0245363127
904,1985,estimates,5yearly,5,93902.4045068866
904,1985,estimates,5yearly,10,93474.7761272223
904,1985,estimates,5yearly,15,93149.7092670638
904,1985,estimates,5yearly,20,92552.6388856821
904,1985,estimates,5yearly,25,91652.9429753334
904,1985,estimates,5yearly,30,90536.9099802736
904,1985,estimates,5yearly,35,89237.8329735943
904,1985,estimates,5yearly,40,87679.0905872374
904,1985,estimates,5yearly,45,85698.0794466469
904,1985,estimates,5yearly,50,83034.7966246982
904,1985,estimates,5yearly,55,79360.0382699888
904,1985,estimates,5yearly,60,74224.8051471579
904,1985,estimates,5yearly,65,67130.9749952156
904,1985,estimates,5yearly,70,57691.0085251447
904,1985,estimates,5yearly,75,45657.4396960191
904,1985,estimates,5yearly,80,31706.9486909449
904,1985,estimates,5yearly,85,18118.0425939997
904,1985,estimates,5yearly,90,7823.8146821626
904,1985,estimates,5yearly,95,2307.45864863173
904,1985,estimates,5yearly,100plus,419.902291513993
904,1990,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1990,estimates,5yearly,0,100000
904,1990,estimates,5yearly,1,96130.0893349755
904,1990,estimates,5yearly,5,95117.703450653
904,1990,estimates,5yearly,10,94771.5331936158
904,1990,estimates,5yearly,15,94473.8271476094
904,1990,estimates,5yearly,20,93905.0479739705
904,1990,estimates,5yearly,25,93029.6869960265
904,1990,estimates,5yearly,30,91953.325897533
904,1990,estimates,5yearly,35,90719.2785369248
904,1990,estimates,5yearly,40,89247.995277218
904,1990,estimates,5yearly,45,87383.2940273597
904,1990,estimates,5yearly,50,84884.2993667496
904,1990,estimates,5yearly,55,81381.3753729003
904,1990,estimates,5yearly,60,76445.4498142743
904,1990,estimates,5yearly,65,69587.433704373
904,1990,estimates,5yearly,70,60421.3444625609
904,1990,estimates,5yearly,75,48605.279444403
904,1990,estimates,5yearly,80,34618.609535664
904,1990,estimates,5yearly,85,20548.2775481359
904,1990,estimates,5yearly,90,9371.9552906004
904,1990,estimates,5yearly,95,2976.29647415576
904,1990,estimates,5yearly,100plus,594.030694440236
904,1995,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1995,estimates,5yearly,0,100000
904,1995,estimates,5yearly,1,96818.7158861854
904,1995,estimates,5yearly,5,95965.7337631486
904,1995,estimates,5yearly,10,95664.134072134
904,1995,estimates,5yearly,15,95391.5460496531
904,1995,estimates,5yearly,20,94845.335739
904,1995,estimates,5yearly,25,94020.7900160056
904,1995,estimates,5yearly,30,93034.4910709796
904,1995,estimates,5yearly,35,91900.8675018509
904,1995,estimates,5yearly,40,90540.7013901235
904,1995,estimates,5yearly,45,88806.4280370465
904,1995,estimates,5yearly,50,86487.3719240265
904,1995,estimates,5yearly,55,83293.8497538219
904,1995,estimates,5yearly,60,78813.6460809669
904,1995,estimates,5yearly,65,72608.5834241644
904,1995,estimates,5yearly,70,64301.7314271479
904,1995,estimates,5yearly,75,53264.1408181031
904,1995,estimates,5yearly,80,39521.186740983
904,1995,estimates,5yearly,85,24786.4884078746
904,1995,estimates,5yearly,90,12128.9629062653
904,1995,estimates,5yearly,95,4187.72499624629
904,1995,estimates,5yearly,100plus,914.808326895481
904,2000,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2000,estimates,5yearly,0,100000
904,2000,estimates,5yearly,1,97462.4348369863
904,2000,estimates,5yearly,5,96728.4201934198
904,2000,estimates,5yearly,10,96458.6847651219
904,2000,estimates,5yearly,15,96207.9211377086
904,2000,estimates,5yearly,20,95691.9317851491
904,2000,estimates,5yearly,25,94907.8339130402
904,2000,estimates,5yearly,30,94000.6126148666
904,2000,estimates,5yearly,35,92974.1061047082
904,2000,estimates,5yearly,40,91732.2654080939
904,2000,estimates,5yearly,45,90134.1735392874
904,2000,estimates,5yearly,50,87986.0585845395
904,2000,estimates,5yearly,55,85009.7139523784
904,2000,estimates,5yearly,60,80844.6804402802
904,2000,estimates,5yearly,65,75049.4695025874
904,2000,estimates,5yearly,70,67218.3415599723
904,2000,estimates,5yearly,75,56630.6615389176
904,2000,estimates,5yearly,80,43090.1115892336
904,2000,estimates,5yearly,85,28026.1892571106
904,2000,estimates,5yearly,90,14423.987622022
904,2000,estimates,5yearly,95,5319.63503370923
904,2000,estimates,5yearly,100plus,1258.34029217309
904,2005,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2005,estimates,5yearly,0,100000
904,2005,estimates,5yearly,1,97855.4509193049
904,2005,estimates,5yearly,5,97218.2080369846
904,2005,estimates,5yearly,10,96980.779478372
904,2005,estimates,5yearly,15,96756.4837103074
904,2005,estimates,5yearly,20,96284.8648341226
904,2005,estimates,5yearly,25,95548.4455096467
904,2005,estimates,5yearly,30,94682.5106275002
904,2005,estimates,5yearly,35,93726.9192611492
904,2005,estimates,5yearly,40,92597.5943662984
904,2005,estimates,5yearly,45,91139.9042871338
904,2005,estimates,5yearly,50,89153.7134711847
904,2005,estimates,5yearly,55,86374.5137673615
904,2005,estimates,5yearly,60,82424.0102034531
904,2005,estimates,5yearly,65,76865.5870948657
904,2005,estimates,5yearly,70,69219.72916028
904,2005,estimates,5yearly,75,58844.9523877508
904,2005,estimates,5yearly,80,45612.8819366781
904,2005,estimates,5yearly,85,30722.4042387339
904,2005,estimates,5yearly,90,16807.5421502219
904,2005,estimates,5yearly,95,6840.73487212143
904,2005,estimates,5yearly,100plus,1870.79141305671
904,2010,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2010,estimates,5yearly,0,100000
904,2010,estimates,5yearly,1,98131.4258545331
904,2010,estimates,5yearly,5,97591.7206993885
904,2010,estimates,5yearly,10,97369.8453016602
904,2010,estimates,5yearly,15,97148.9482888233
904,2010,estimates,5yearly,20,96681.6368701585
904,2010,estimates,5yearly,25,95965.1692968488
904,2010,estimates,5yearly,30,95135.0644420255
904,2010,estimates,5yearly,35,94223.5684070015
904,2010,estimates,5yearly,40,93171.9565249167
904,2010,estimates,5yearly,45,91836.4705388444
904,2010,estimates,5yearly,50,89996.4854721469
904,2010,estimates,5yearly,55,87391.197712544
904,2010,estimates,5yearly,60,83691.9236027153
904,2010,estimates,5yearly,65,78448.2335984239
904,2010,estimates,5yearly,70,71099.3576499508
904,2010,estimates,5yearly,75,61044.7648524755
904,2010,estimates,5yearly,80,48221.6414310239
904,2010,estimates,5yearly,85,33601.8486819644
904,2010,estimates,5yearly,90,19471.4591785007
904,2010,estimates,5yearly,95,8682.84357389348
904,2010,estimates,5yearly,100plus,2715.86675852728
904,2015,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,medium_variant,5yearly,0,100000
904,2015,medium_variant,5yearly,1,98393.2725096101
904,2015,medium_variant,5yearly,5,97918.6078295681
904,2015,medium_variant,5yearly,10,97723.9540915324
904,2015,medium_variant,5yearly,15,97520.8592907544
904,2015,medium_variant,5yearly,20,97097.8143895975
904,2015,medium_variant,5yearly,25,96429.9625172687
904,2015,medium_variant,5yearly,30,95648.4098255553
904,2015,medium_variant,5yearly,35,94781.2371743517
904,2015,medium_variant,5yearly,40,93772.3619404489
904,2015,medium_variant,5yearly,45,92503.7831627532
904,2015,medium_variant,5yearly,50,90772.3817646265
904,2015,medium_variant,5yearly,55,88322.3454736922
904,2015,medium_variant,5yearly,60,84834.3401421468
904,2015,medium_variant,5yearly,65,79884.7096507203
904,2015,medium_variant,5yearly,70,72891.4676152798
904,2015,medium_variant,5yearly,75,63196.5397785078
904,2015,medium_variant,5yearly,80,50612.6249766158
904,2015,medium_variant,5yearly,85,35941.3667804282
904,2015,medium_variant,5yearly,90,21356.7762313141
904,2015,medium_variant,5yearly,95,9830.61504536547
904,2015,medium_variant,5yearly,100plus,3192.383518042
904,2020,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2020,medium_variant,5yearly,0,100000
904,2020,medium_variant,5yearly,1,98602.5148868806
904,2020,medium_variant,5yearly,5,98190.9288856033
904,2020,medium_variant,5yearly,10,98018.5309746374
904,2020,medium_variant,5yearly,15,97837.219173348
904,2020,medium_variant,5yearly,20,97456.4079350939
904,2020,medium_variant,5yearly,25,96850.6285421473
904,2020,medium_variant,5yearly,30,96134.0397624886
904,2020,medium_variant,5yearly,35,95335.1679440757
904,2020,medium_variant,5yearly,40,94396.5258305806
904,2020,medium_variant,5yearly,45,93200.4773661025
904,2020,medium_variant,5yearly,50,91574.1318846124
904,2020,medium_variant,5yearly,55,89280.8328475827
904,2020,medium_variant,5yearly,60,86000.5072775968
904,2020,medium_variant,5yearly,65,81312.2359225764
904,2020,medium_variant,5yearly,70,74652.4547989712
904,2020,medium_variant,5yearly,75,65281.6714386723
904,2020,medium_variant,5yearly,80,52887.0366588875
904,2020,medium_variant,5yearly,85,38115.3200532659
904,2020,medium_variant,5yearly,90,23057.529941684
904,2020,medium_variant,5yearly,95,10826.6091778736
904,2020,medium_variant,5yearly,100plus,3584.43739983235
904,2025,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2025,medium_variant,5yearly,0,100000
904,2025,medium_variant,5yearly,1,98779.006843033
904,2025,medium_variant,5yearly,5,98420.223170796
904,2025,medium_variant,5yearly,10,98266.8137432575
904,2025,medium_variant,5yearly,15,98105.1914837853
904,2025,medium_variant,5yearly,20,97764.8166539161
904,2025,medium_variant,5yearly,25,97217.1550704748
904,2025,medium_variant,5yearly,30,96564.3023685011
904,2025,medium_variant,5yearly,35,95830.98456901
904,2025,medium_variant,5yearly,40,94965.9634255458
904,2025,medium_variant,5yearly,45,93853.1297597071
904,2025,medium_variant,5yearly,50,92320.8743139034
904,2025,medium_variant,5yearly,55,90168.4456371208
904,2025,medium_variant,5yearly,60,87097.1567963108
904,2025,medium_variant,5yearly,65,82679.2008403044
904,2025,medium_variant,5yearly,70,76346.5484233091
904,2025,medium_variant,5yearly,75,67319.0427131509
904,2025,medium_variant,5yearly,80,55157.8757269718
904,2025,medium_variant,5yearly,85,40347.2019150485
904,2025,medium_variant,5yearly,90,24864.2247036775
904,2025,medium_variant,5yearly,95,11927.518280819
904,2025,medium_variant,5yearly,100plus,4037.13051803552
904,2030,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2030,medium_variant,5yearly,0,100000
904,2030,medium_variant,5yearly,1,98923.9716767139
904,2030,medium_variant,5yearly,5,98609.7539144968
904,2030,medium_variant,5yearly,10,98472.1434242049
904,2030,medium_variant,5yearly,15,98327.2599179058
904,2030,medium_variant,5yearly,20,98023.9416666502
904,2030,medium_variant,5yearly,25,97534.3497725937
904,2030,medium_variant,5yearly,30,96945.7150476207
904,2030,medium_variant,5yearly,35,96280.3187298845
904,2030,medium_variant,5yearly,40,95489.4594371156
904,2030,medium_variant,5yearly,45,94467.8161339762
904,2030,medium_variant,5yearly,50,93045.7240217552
904,2030,medium_variant,5yearly,55,91021.6506786328
904,2030,medium_variant,5yearly,60,88140.1168442382
904,2030,medium_variant,5yearly,65,83994.2130597366
904,2030,medium_variant,5yearly,70,77994.6283564897
904,2030,medium_variant,5yearly,75,69317.2577530767
904,2030,medium_variant,5yearly,80,57414.0858232403
904,2030,medium_variant,5yearly,85,42604.0483915001
904,2030,medium_variant,5yearly,90,26731.0560076321
904,2030,medium_variant,5yearly,95,13092.7680438329
904,2030,medium_variant,5yearly,100plus,4527.59367127269
904,2035,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2035,medium_variant,5yearly,0,100000
904,2035,medium_variant,5yearly,1,99047.5217685749
904,2035,medium_variant,5yearly,5,98771.8398553632
904,2035,medium_variant,5yearly,10,98648.6017445568
904,2035,medium_variant,5yearly,15,98518.9395476062
904,2035,medium_variant,5yearly,20,98248.1136145033
904,2035,medium_variant,5yearly,25,97811.8436875762
904,2035,medium_variant,5yearly,30,97285.4163240152
904,2035,medium_variant,5yearly,35,96684.9065509413
904,2035,medium_variant,5yearly,40,95965.405825843
904,2035,medium_variant,5yearly,45,95027.6194196095
904,2035,medium_variant,5yearly,50,93717.8923648081
904,2035,medium_variant,5yearly,55,91836.196066315
904,2035,medium_variant,5yearly,60,89125.9141092188
904,2035,medium_variant,5yearly,65,85230.4797419833
904,2035,medium_variant,5yearly,70,79571.5261570743
904,2035,medium_variant,5yearly,75,71263.7484192047
904,2035,medium_variant,5yearly,80,59654.8496601231
904,2035,medium_variant,5yearly,85,44893.4003498406
904,2035,medium_variant,5yearly,90,28668.4446572126
904,2035,medium_variant,5yearly,95,14330.2114123513
904,2035,medium_variant,5yearly,100plus,5058.93111262112
904,2040,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2040,medium_variant,5yearly,0,100000
904,2040,medium_variant,5yearly,1,99151.3939029486
904,2040,medium_variant,5yearly,5,98907.7558134405
904,2040,medium_variant,5yearly,10,98797.862653774
904,2040,medium_variant,5yearly,15,98681.8417090857
904,2040,medium_variant,5yearly,20,98440.5571895958
904,2040,medium_variant,5yearly,25,98051.822192016
904,2040,medium_variant,5yearly,30,97583.2104367375
904,2040,medium_variant,5yearly,35,97046.1843784911
904,2040,medium_variant,5yearly,40,96395.3077441028
904,2040,medium_variant,5yearly,45,95538.3506935235
904,2040,medium_variant,5yearly,50,94331.7605555133
904,2040,medium_variant,5yearly,55,92592.5252740464
904,2040,medium_variant,5yearly,60,90065.6869565614
904,2040,medium_variant,5yearly,65,86391.0926889647
904,2040,medium_variant,5yearly,70,81046.2622661818
904,2040,medium_variant,5yearly,75,73104.9032875988
904,2040,medium_variant,5yearly,80,61809.0165459184
904,2040,medium_variant,5yearly,85,47141.0704270003
904,2040,medium_variant,5yearly,90,30619.4265815433
904,2040,medium_variant,5yearly,95,15611.8875660696
904,2040,medium_variant,5yearly,100plus,5624.60559395552
904,2045,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2045,medium_variant,5yearly,0,100000
904,2045,medium_variant,5yearly,1,99238.8211603216
904,2045,medium_variant,5yearly,5,99023.3647681647
904,2045,medium_variant,5yearly,10,98924.7612015917
904,2045,medium_variant,5yearly,15,98821.3309899137
904,2045,medium_variant,5yearly,20,98607.2523217522
904,2045,medium_variant,5yearly,25,98262.5623102636
904,2045,medium_variant,5yearly,30,97845.6020908071
904,2045,medium_variant,5yearly,35,97366.6768264627
904,2045,medium_variant,5yearly,40,96782.1966153679
904,2045,medium_variant,5yearly,45,96003.8263311192
904,2045,medium_variant,5yearly,50,94898.3488233684
904,2045,medium_variant,5yearly,55,93294.765401915
904,2045,medium_variant,5yearly,60,90958.1931676193
904,2045,medium_variant,5yearly,65,87530.0488490572
904,2045,medium_variant,5yearly,70,82483.9925859576
904,2045,medium_variant,5yearly,75,74911.9915178367
904,2045,medium_variant,5yearly,80,63957.5709887482
904,2045,medium_variant,5yearly,85,49440.518344654
904,2045,medium_variant,5yearly,90,32685.8174018404
904,2045,medium_variant,5yearly,95,17029.9221520563
904,2045,medium_variant,5yearly,100plus,6283.41019390806
904,2050,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2050,medium_variant,5yearly,0,100000
904,2050,medium_variant,5yearly,1,99313.0209352569
904,2050,medium_variant,5yearly,5,99121.3232428126
904,2050,medium_variant,5yearly,10,99033.2482127413
904,2050,medium_variant,5yearly,15,98940.8950658718
904,2050,medium_variant,5yearly,20,98750.6996352728
904,2050,medium_variant,5yearly,25,98444.9532647443
904,2050,medium_variant,5yearly,30,98074.3601657659
904,2050,medium_variant,5yearly,35,97645.987368702
904,2050,medium_variant,5yearly,40,97120.5026600246
904,2050,medium_variant,5yearly,45,96414.9563868503
904,2050,medium_variant,5yearly,50,95403.2139888833
904,2050,medium_variant,5yearly,55,93926.5551234082
904,2050,medium_variant,5yearly,60,91764.4418500526
904,2050,medium_variant,5yearly,65,88579.6230819729
904,2050,medium_variant,5yearly,70,83840.2288583162
904,2050,medium_variant,5yearly,75,76628.5738235359
904,2050,medium_variant,5yearly,80,66029.8279314227
904,2050,medium_variant,5yearly,85,51711.431787423
904,2050,medium_variant,5yearly,90,34793.4263290897
904,2050,medium_variant,5yearly,95,18535.9077682753
904,2050,medium_variant,5yearly,100plus,7016.73050451261
904,2055,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2055,medium_variant,5yearly,0,100000
904,2055,medium_variant,5yearly,1,99375.5890994173
904,2055,medium_variant,5yearly,5,99204.071552144
904,2055,medium_variant,5yearly,10,99124.9920847686
904,2055,medium_variant,5yearly,15,99042.3149025366
904,2055,medium_variant,5yearly,20,98872.9315936562
904,2055,medium_variant,5yearly,25,98601.0441197897
904,2055,medium_variant,5yearly,30,98270.8883873991
904,2055,medium_variant,5yearly,35,97887.5275591039
904,2055,medium_variant,5yearly,40,97413.1149108664
904,2055,medium_variant,5yearly,45,96771.9174711565
904,2055,medium_variant,5yearly,50,95846.1539705337
904,2055,medium_variant,5yearly,55,94484.3706397161
904,2055,medium_variant,5yearly,60,92482.9174540847
904,2055,medium_variant,5yearly,65,89519.1098830996
904,2055,medium_variant,5yearly,70,85070.4107509323
904,2055,medium_variant,5yearly,75,78200.9669283314
904,2055,medium_variant,5yearly,80,67948.5479046734
904,2055,medium_variant,5yearly,85,53839.6690796871
904,2055,medium_variant,5yearly,90,36795.5103561317
904,2055,medium_variant,5yearly,95,19986.767898769
904,2055,medium_variant,5yearly,100plus,7731.67433882289
904,2060,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2060,medium_variant,5yearly,0,100000
904,2060,medium_variant,5yearly,1,99431.8335550252
904,2060,medium_variant,5yearly,5,99277.958803735
904,2060,medium_variant,5yearly,10,99206.5616315304
904,2060,medium_variant,5yearly,15,99132.210916525
904,2060,medium_variant,5yearly,20,98980.7310823047
904,2060,medium_variant,5yearly,25,98738.3583811122
904,2060,medium_variant,5yearly,30,98443.9863560783
904,2060,medium_variant,5yearly,35,98100.4216412762
904,2060,medium_variant,5yearly,40,97671.8461881707
904,2060,medium_variant,5yearly,45,97087.2073971576
904,2060,medium_variant,5yearly,50,96238.4366679496
904,2060,medium_variant,5yearly,55,94983.0420988656
904,2060,medium_variant,5yearly,60,93126.0041784104
904,2060,medium_variant,5yearly,65,90364.7849926586
904,2060,medium_variant,5yearly,70,86184.4817349612
904,2060,medium_variant,5yearly,75,79642.9152362989
904,2060,medium_variant,5yearly,80,69726.8730589503
904,2060,medium_variant,5yearly,85,55829.7971435867
904,2060,medium_variant,5yearly,90,38680.366883337
904,2060,medium_variant,5yearly,95,21356.3942991171
904,2060,medium_variant,5yearly,100plus,8402.67872869545
904,2065,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2065,medium_variant,5yearly,0,100000
904,2065,medium_variant,5yearly,1,99481.4873526461
904,2065,medium_variant,5yearly,5,99343.1799914378
904,2065,medium_variant,5yearly,10,99278.4212427704
904,2065,medium_variant,5yearly,15,99211.3019173003
904,2065,medium_variant,5yearly,20,99075.1877720609
904,2065,medium_variant,5yearly,25,98857.9447958619
904,2065,medium_variant,5yearly,30,98594.1551960294
904,2065,medium_variant,5yearly,35,98285.1725796333
904,2065,medium_variant,5yearly,40,97897.12836411
904,2065,medium_variant,5yearly,45,97363.579513915
