continent,variant,freq,year,totaldeaths
903,momentum,5yearly,2055,115366.884
903,no_change,5yearly,2055,190018.193
903,zero_migration,5yearly,2055,89077.904
903,constant_fertility,5yearly,2060,116516.845
903,constant_mortality,5yearly,2060,154791.317
903,high_variant,5yearly,2060,101616.356
903,instant_replacement,5yearly,2060,84782.676
903,low_variant,5yearly,2060,92689.814
903,medium_variant,5yearly,2060,96898.123
903,momentum,5yearly,2060,125052.972
903,no_change,5yearly,2060,217873.622
903,zero_migration,5yearly,2060,97789.724
903,constant_fertility,5yearly,2065,130331.48
903,constant_mortality,5yearly,2065,167603.585
903,high_variant,5yearly,2065,111803.256
903,instant_replacement,5yearly,2065,92736.668
903,low_variant,5yearly,2065,101588.538
903,medium_variant,5yearly,2065,106372.04
903,momentum,5yearly,2065,134242.717
903,no_change,5yearly,2065,249347.311
903,zero_migration,5yearly,2065,107470.42
903,constant_fertility,5yearly,2070,146077.859
903,constant_mortality,5yearly,2070,180299.995
903,high_variant,5yearly,2070,123084.145
903,instant_replacement,5yearly,2070,100769.368
903,low_variant,5yearly,2070,111181.403
903,medium_variant,5yearly,2070,116723.576
903,momentum,5yearly,2070,142382.65
903,no_change,5yearly,2070,285037.65
903,zero_migration,5yearly,2070,118062.475
903,constant_fertility,5yearly,2075,163884.899
903,constant_mortality,5yearly,2075,192824.669
903,high_variant,5yearly,2075,135383.566
903,instant_replacement,5yearly,2075,108473.733
903,low_variant,5yearly,2075,121260.341
903,medium_variant,5yearly,2075,127812.114
903,momentum,5yearly,2075,149016.663
903,no_change,5yearly,2075,325838.327
903,zero_migration,5yearly,2075,129406.394
903,constant_fertility,5yearly,2080,184172.621
903,constant_mortality,5yearly,2080,205055.285
903,high_variant,5yearly,2080,148633.158
903,instant_replacement,5yearly,2080,114941.816
903,low_variant,5yearly,2080,131447.27
903,medium_variant,5yearly,2080,139412.845
903,momentum,5yearly,2080,153495.923
903,no_change,5yearly,2080,372834.685
903,zero_migration,5yearly,2080,141252.006
903,constant_fertility,5yearly,2085,207583.791
903,constant_mortality,5yearly,2085,216695.186
903,high_variant,5yearly,2085,163131.158
903,instant_replacement,5yearly,2085,119705.801
903,low_variant,5yearly,2085,141713.346
903,medium_variant,5yearly,2085,151659.298
903,momentum,5yearly,2085,155212.214
903,no_change,5yearly,2085,427215.154
903,zero_migration,5yearly,2085,153724.686
903,constant_fertility,5yearly,2090,234715.236
903,constant_mortality,5yearly,2090,227239.075
903,high_variant,5yearly,2090,178895.56
903,instant_replacement,5yearly,2090,121902.375
903,low_variant,5yearly,2090,151619.243
903,medium_variant,5yearly,2090,164335.212
903,momentum,5yearly,2090,154011.007
903,no_change,5yearly,2090,490227.979
903,zero_migration,5yearly,2090,166613.669
903,constant_fertility,5yearly,2095,266389.254
903,constant_mortality,5yearly,2095,236236.105
903,high_variant,5yearly,2095,195894.792
903,instant_replacement,5yearly,2095,121088.809
903,low_variant,5yearly,2095,160634.713
903,medium_variant,5yearly,2095,177147.457
903,momentum,5yearly,2095,151266.382
903,no_change,5yearly,2095,563209.451
903,zero_migration,5yearly,2095,179642.772
903,constant_fertility,5yearly,Regi,AFRICA
903,constant_mortality,5yearly,Regi,AFRICA
903,estimates,5yearly,Regi,AFRICA
903,high_variant,5yearly,Regi,AFRICA
903,instant_replacement,5yearly,Regi,AFRICA
903,low_variant,5yearly,Regi,AFRICA
903,medium_variant,5yearly,Regi,AFRICA
903,momentum,5yearly,Regi,AFRICA
903,no_change,5yearly,Regi,AFRICA
903,zero_migration,5yearly,Regi,AFRICA
