continent,variant,gender,freq,year,totaldeaths
903,high_variant,female,5yearly,2030,29044.449
903,high_variant,male,5yearly,2030,33614.102
903,instant_replacement,female,5yearly,2030,24794.239
903,instant_replacement,male,5yearly,2030,28198.669
903,low_variant,female,5yearly,2030,27342.9
903,low_variant,male,5yearly,2030,31448.117
903,medium_variant,female,5yearly,2030,28191.68
903,medium_variant,male,5yearly,2030,32528.571
903,momentum,female,5yearly,2030,35001.906
903,momentum,male,5yearly,2030,38591.184
903,no_change,female,5yearly,2030,44447.151
903,no_change,male,5yearly,2030,49497.592
903,zero_migration,female,5yearly,2030,28293.978
903,zero_migration,male,5yearly,2030,32684.548
903,constant_fertility,female,5yearly,2035,32564.36
903,constant_fertility,male,5yearly,2035,38239.423
903,constant_mortality,female,5yearly,2035,45414.554
903,constant_mortality,male,5yearly,2035,50250.478
903,high_variant,female,5yearly,2035,30793.445
903,high_variant,male,5yearly,2035,35941.534
903,instant_replacement,female,5yearly,2035,26282.949
903,instant_replacement,male,5yearly,2035,29995.894
903,low_variant,female,5yearly,2035,28880.628
903,low_variant,male,5yearly,2035,33443.908
903,medium_variant,female,5yearly,2035,29827.398
903,medium_variant,male,5yearly,2035,34680.323
903,momentum,female,5yearly,2035,38900.84
903,momentum,male,5yearly,2035,42739.976
903,no_change,female,5yearly,2035,51257.235
903,no_change,male,5yearly,2035,57063.797
903,zero_migration,female,5yearly,2035,29955.758
903,zero_migration,male,5yearly,2035,34876.446
903,constant_fertility,female,5yearly,2040,35396.485
903,constant_fertility,male,5yearly,2040,41951.402
903,constant_mortality,female,5yearly,2040,50595.666
903,constant_mortality,male,5yearly,2040,55825.63
903,high_variant,female,5yearly,2040,33009.525
903,high_variant,male,5yearly,2040,38768.895
903,instant_replacement,female,5yearly,2040,28047.294
903,instant_replacement,male,5yearly,2040,32014.83
903,low_variant,female,5yearly,2040,30797.045
903,low_variant,male,5yearly,2040,35796.614
903,medium_variant,female,5yearly,2040,31879.089
903,medium_variant,male,5yearly,2040,37251.167
903,momentum,female,5yearly,2040,42667.135
903,momentum,male,5yearly,2040,46683.522
903,no_change,female,5yearly,2040,59108.181
903,no_change,male,5yearly,2040,65746.83
903,zero_migration,female,5yearly,2040,32037.228
903,zero_migration,male,5yearly,2040,37493.412
903,constant_fertility,female,5yearly,2045,38746.995
903,constant_fertility,male,5yearly,2045,46321.968
903,constant_mortality,female,5yearly,2045,56073.249
903,constant_mortality,male,5yearly,2045,61673.713
903,high_variant,female,5yearly,2045,35653.084
903,high_variant,male,5yearly,2045,42075.248
903,instant_replacement,female,5yearly,2045,30244.379
903,instant_replacement,male,5yearly,2045,34498.975
903,low_variant,female,5yearly,2045,33100.927
903,low_variant,male,5yearly,2045,38548.279
903,medium_variant,female,5yearly,2045,34333.872
903,medium_variant,male,5yearly,2045,40254.434
903,momentum,female,5yearly,2045,46583.386
903,momentum,male,5yearly,2045,50792.614
903,no_change,female,5yearly,2045,68108.469
903,no_change,male,5yearly,2045,75682.715
903,zero_migration,female,5yearly,2045,34526.856
903,zero_migration,male,5yearly,2045,40550.223
903,constant_fertility,female,5yearly,2050,42624.885
903,constant_fertility,male,5yearly,2050,51315.119
903,constant_mortality,female,5yearly,2050,61850.217
903,constant_mortality,male,5yearly,2050,67799.192
903,high_variant,female,5yearly,2050,38711.227
903,high_variant,male,5yearly,2050,45838.148
903,instant_replacement,female,5yearly,2050,32922.754
903,instant_replacement,male,5yearly,2050,37544.051
903,low_variant,female,5yearly,2050,35824.754
903,low_variant,male,5yearly,2050,41769.375
903,medium_variant,female,5yearly,2050,37204.752
903,medium_variant,male,5yearly,2050,43718.725
903,momentum,female,5yearly,2050,50833.347
903,momentum,male,5yearly,2050,55216.263
903,no_change,female,5yearly,2050,78391.96
903,no_change,male,5yearly,2050,87025.038
903,zero_migration,female,5yearly,2050,37438.719
903,zero_migration,male,5yearly,2050,44078.365
903,constant_fertility,female,5yearly,2055,47199.637
903,constant_fertility,male,5yearly,2055,57166.139
903,constant_mortality,female,5yearly,2055,67892.017
903,constant_mortality,male,5yearly,2055,74155.641
903,high_variant,female,5yearly,2055,42297.737
903,high_variant,male,5yearly,2055,50192.23
903,instant_replacement,female,5yearly,2055,36085.251
903,instant_replacement,male,5yearly,2055,41119.953
903,low_variant,female,5yearly,2055,39062.099
903,low_variant,male,5yearly,2055,45552.272
903,medium_variant,female,5yearly,2055,40596.061
903,medium_variant,male,5yearly,2055,47757.866
903,momentum,female,5yearly,2055,55452.822
903,momentum,male,5yearly,2055,59914.062
903,no_change,female,5yearly,2055,90088.603
903,no_change,male,5yearly,2055,99929.59
903,zero_migration,female,5yearly,2055,40880.374
903,zero_migration,male,5yearly,2055,48197.53
903,constant_fertility,female,5yearly,2060,52598.841
903,constant_fertility,male,5yearly,2060,63918.004
903,constant_mortality,female,5yearly,2060,74127.962
903,constant_mortality,male,5yearly,2060,80663.355
903,high_variant,female,5yearly,2060,46497.163
903,high_variant,male,5yearly,2060,55119.193
903,instant_replacement,female,5yearly,2060,39727.23
903,instant_replacement,male,5yearly,2060,45055.446
903,low_variant,female,5yearly,2060,42863.158
903,low_variant,male,5yearly,2060,49826.656
903,medium_variant,female,5yearly,2060,44573.241
903,medium_variant,male,5yearly,2060,52324.882
903,momentum,female,5yearly,2060,60339.725
903,momentum,male,5yearly,2060,64713.247
903,no_change,female,5yearly,2060,103315.679
903,no_change,male,5yearly,2060,114557.943
903,zero_migration,female,5yearly,2060,44921.777
903,zero_migration,male,5yearly,2060,52867.947
903,constant_fertility,female,5yearly,2065,58750.158
903,constant_fertility,male,5yearly,2065,71581.322
903,constant_mortality,female,5yearly,2065,80413.806
903,constant_mortality,male,5yearly,2065,87189.779
903,high_variant,female,5yearly,2065,51226.993
903,high_variant,male,5yearly,2065,60576.263
903,instant_replacement,female,5yearly,2065,43659.301
903,instant_replacement,male,5yearly,2065,49077.367
903,low_variant,female,5yearly,2065,47113.761
903,low_variant,male,5yearly,2065,54474.777
903,medium_variant,female,5yearly,2065,49035.901
903,medium_variant,male,5yearly,2065,57336.139
903,momentum,female,5yearly,2065,65058.647
903,momentum,male,5yearly,2065,69184.07
903,no_change,female,5yearly,2065,118215.436
903,no_change,male,5yearly,2065,131131.875
903,zero_migration,female,5yearly,2065,49464.447
903,zero_migration,male,5yearly,2065,58005.973
903,constant_fertility,female,5yearly,2070,65776.2
903,constant_fertility,male,5yearly,2070,80301.659
903,constant_mortality,female,5yearly,2070,86646.317
903,constant_mortality,male,5yearly,2070,93653.678
903,high_variant,female,5yearly,2070,56488.984
903,high_variant,male,5yearly,2070,66595.161
903,instant_replacement,female,5yearly,2070,47722.484
903,instant_replacement,male,5yearly,2070,53046.884
903,low_variant,female,5yearly,2070,51739.613
903,low_variant,male,5yearly,2070,59441.79
903,medium_variant,female,5yearly,2070,53945.568
903,medium_variant,male,5yearly,2070,62778.008
903,momentum,female,5yearly,2070,69284.564
903,momentum,male,5yearly,2070,73098.086
903,no_change,female,5yearly,2070,135043.745
903,no_change,male,5yearly,2070,149993.905
903,zero_migration,female,5yearly,2070,54469.707
903,zero_migration,male,5yearly,2070,63592.768
903,constant_fertility,female,5yearly,2075,73708.525
903,constant_fertility,male,5yearly,2075,90176.374
903,constant_mortality,female,5yearly,2075,92807.745
903,constant_mortality,male,5yearly,2075,100016.924
903,high_variant,female,5yearly,2075,62253.168
903,high_variant,male,5yearly,2075,73130.398
903,instant_replacement,female,5yearly,2075,51763.634
903,instant_replacement,male,5yearly,2075,56710.099
903,low_variant,female,5yearly,2075,56668.331
903,low_variant,male,5yearly,2075,64592.01
903,medium_variant,female,5yearly,2075,59251.77
903,medium_variant,male,5yearly,2075,68560.344
903,momentum,female,5yearly,2075,72776.816
903,momentum,male,5yearly,2075,76239.847
903,no_change,female,5yearly,2075,154224.969
903,no_change,male,5yearly,2075,171613.358
903,zero_migration,female,5yearly,2075,59881.406
903,zero_migration,male,5yearly,2075,69524.988
903,constant_fertility,female,5yearly,2080,82670.552
903,constant_fertility,male,5yearly,2080,101502.069
903,constant_mortality,female,5yearly,2080,98871.613
903,constant_mortality,male,5yearly,2080,106183.672
903,high_variant,female,5yearly,2080,68477.873
903,high_variant,male,5yearly,2080,80155.285
903,instant_replacement,female,5yearly,2080,55354.48
903,instant_replacement,male,5yearly,2080,59587.336
903,low_variant,female,5yearly,2080,61729.937
903,low_variant,male,5yearly,2080,69717.333
903,medium_variant,female,5yearly,2080,64848.742
903,medium_variant,male,5yearly,2080,74564.103
903,momentum,female,5yearly,2080,75200.023
903,momentum,male,5yearly,2080,78295.9
903,no_change,female,5yearly,2080,176303.564
903,no_change,male,5yearly,2080,196531.121
903,zero_migration,female,5yearly,2080,65584.381
903,zero_migration,male,5yearly,2080,75667.625
903,constant_fertility,female,5yearly,2085,93109.385
903,constant_fertility,male,5yearly,2085,114474.406
903,constant_mortality,female,5yearly,2085,104720.003
903,constant_mortality,male,5yearly,2085,111975.183
903,high_variant,female,5yearly,2085,75400.303
903,high_variant,male,5yearly,2085,87730.855
903,instant_replacement,female,5yearly,2085,58261.699
903,instant_replacement,male,5yearly,2085,61444.102
903,low_variant,female,5yearly,2085,66977.103
903,low_variant,male,5yearly,2085,74736.243
903,medium_variant,female,5yearly,2085,70879.91
903,medium_variant,male,5yearly,2085,80779.388
903,momentum,female,5yearly,2085,76209.341
903,momentum,male,5yearly,2085,79002.873
903,no_change,female,5yearly,2085,201878.307
903,no_change,male,5yearly,2085,225336.847
903,zero_migration,female,5yearly,2085,71718.654
903,zero_migration,male,5yearly,2085,82006.032
903,constant_fertility,female,5yearly,2090,105320.881
903,constant_fertility,male,5yearly,2090,129394.355
903,constant_mortality,female,5yearly,2090,110104.991
903,constant_mortality,male,5yearly,2090,117134.084
903,high_variant,female,5yearly,2090,83072.289
903,high_variant,male,5yearly,2090,95823.271
903,instant_replacement,female,5yearly,2090,60008.885
903,instant_replacement,male,5yearly,2090,61893.49
903,low_variant,female,5yearly,2090,72223.364
903,low_variant,male,5yearly,2090,79395.879
903,medium_variant,female,5yearly,2090,77276.141
903,medium_variant,male,5yearly,2090,87059.071
903,momentum,female,5yearly,2090,75689.985
903,momentum,male,5yearly,2090,78321.022
903,no_change,female,5yearly,2090,231558.203
903,no_change,male,5yearly,2090,258669.776
903,zero_migration,female,5yearly,2090,78216.038
903,zero_migration,male,5yearly,2090,88397.631
903,constant_fertility,female,5yearly,2095,119682.062
903,constant_fertility,male,5yearly,2095,146707.192
903,constant_mortality,female,5yearly,2095,114767.136
903,constant_mortality,male,5yearly,2095,121468.969
903,high_variant,female,5yearly,2095,91471.929
903,high_variant,male,5yearly,2095,104422.863
903,instant_replacement,female,5yearly,2095,60145.987
903,instant_replacement,male,5yearly,2095,60942.822
903,low_variant,female,5yearly,2095,77148.525
903,low_variant,male,5yearly,2095,83486.188
903,medium_variant,female,5yearly,2095,83861.399
903,medium_variant,male,5yearly,2095,93286.058
903,momentum,female,5yearly,2095,74253.578
903,momentum,male,5yearly,2095,77012.804
903,no_change,female,5yearly,2095,265967.505
903,no_change,male,5yearly,2095,297241.946
903,zero_migration,female,5yearly,2095,84907.859
903,zero_migration,male,5yearly,2095,94734.913
