continent,year,variant,gender,freq,agebroad,totaldeaths
904,1955,estimates,male,5yearly,70plus,922.939
904,1955,estimates,female,5yearly,80plus,401.69
904,1955,estimates,male,5yearly,80plus,316.643
904,1955,estimates,female,5yearly,90plus,59.009
904,1955,estimates,male,5yearly,90plus,38.607
904,1960,estimates,female,5yearly,0_4,3128.671
904,1960,estimates,male,5yearly,0_4,3823.144
904,1960,estimates,female,5yearly,0_14,3431.108
904,1960,estimates,male,5yearly,0_14,4161.371
904,1960,estimates,female,5yearly,0_19,3543.183
904,1960,estimates,male,5yearly,0_19,4295.171
904,1960,estimates,female,5yearly,0_24,3680.162
904,1960,estimates,male,5yearly,0_24,4461.808
904,1960,estimates,female,5yearly,5_14,302.437
904,1960,estimates,male,5yearly,5_14,338.227
904,1960,estimates,female,5yearly,15plus,3279.226
904,1960,estimates,male,5yearly,15plus,3663.51
904,1960,estimates,female,5yearly,15_24,249.054
904,1960,estimates,male,5yearly,15_24,300.437
904,1960,estimates,female,5yearly,15_49,1060.964
904,1960,estimates,male,5yearly,15_49,1274.383
904,1960,estimates,female,5yearly,15_59,1514.297
904,1960,estimates,male,5yearly,15_59,1862.556
904,1960,estimates,female,5yearly,15_64,1802.025
904,1960,estimates,male,5yearly,15_64,2222.702
904,1960,estimates,female,5yearly,20plus,3167.151
904,1960,estimates,male,5yearly,20plus,3529.71
904,1960,estimates,female,5yearly,20_64,1689.95
904,1960,estimates,male,5yearly,20_64,2088.902
904,1960,estimates,female,5yearly,20_69,2015.278
904,1960,estimates,male,5yearly,20_69,2469.767
904,1960,estimates,female,5yearly,25plus,3030.172
904,1960,estimates,male,5yearly,25plus,3363.073
904,1960,estimates,female,5yearly,25_69,1878.299
904,1960,estimates,male,5yearly,25_69,2303.13
904,1960,estimates,female,5yearly,40plus,2561.821
904,1960,estimates,male,5yearly,40plus,2810.274
904,1960,estimates,female,5yearly,50plus,2218.262
904,1960,estimates,male,5yearly,50plus,2389.127
904,1960,estimates,female,5yearly,60plus,1764.929
904,1960,estimates,male,5yearly,60plus,1800.954
904,1960,estimates,female,5yearly,65plus,1477.201
904,1960,estimates,male,5yearly,65plus,1440.808
904,1960,estimates,female,5yearly,70plus,1151.873
904,1960,estimates,male,5yearly,70plus,1059.943
904,1960,estimates,female,5yearly,80plus,475.192
904,1960,estimates,male,5yearly,80plus,372.788
904,1960,estimates,female,5yearly,90plus,65.42
904,1960,estimates,male,5yearly,90plus,41.708
904,1965,estimates,female,5yearly,0_4,2934.81
904,1965,estimates,male,5yearly,0_4,3678.907
904,1965,estimates,female,5yearly,0_14,3217.773
904,1965,estimates,male,5yearly,0_14,4015.805
904,1965,estimates,female,5yearly,0_19,3326.867
904,1965,estimates,male,5yearly,0_19,4156.271
904,1965,estimates,female,5yearly,0_24,3453.791
904,1965,estimates,male,5yearly,0_24,4326.038
904,1965,estimates,female,5yearly,5_14,282.963
904,1965,estimates,male,5yearly,5_14,336.898
904,1965,estimates,female,5yearly,15plus,3520.37
904,1965,estimates,male,5yearly,15plus,4009.202
904,1965,estimates,female,5yearly,15_24,236.018
904,1965,estimates,male,5yearly,15_24,310.233
904,1965,estimates,female,5yearly,15_49,1017.868
904,1965,estimates,male,5yearly,15_49,1313.18
904,1965,estimates,female,5yearly,15_59,1488.338
904,1965,estimates,male,5yearly,15_59,1939.729
904,1965,estimates,female,5yearly,15_64,1798.101
904,1965,estimates,male,5yearly,15_64,2337.065
904,1965,estimates,female,5yearly,20plus,3411.276
904,1965,estimates,male,5yearly,20plus,3868.736
904,1965,estimates,female,5yearly,20_64,1689.007
904,1965,estimates,male,5yearly,20_64,2196.599
904,1965,estimates,female,5yearly,20_69,2052.3
904,1965,estimates,male,5yearly,20_69,2628.379
904,1965,estimates,female,5yearly,25plus,3284.352
904,1965,estimates,male,5yearly,25plus,3698.969
904,1965,estimates,female,5yearly,25_69,1925.376
904,1965,estimates,male,5yearly,25_69,2458.612
904,1965,estimates,female,5yearly,40plus,2849.851
904,1965,estimates,male,5yearly,40plus,3141.848
904,1965,estimates,female,5yearly,50plus,2502.502
904,1965,estimates,male,5yearly,50plus,2696.022
904,1965,estimates,female,5yearly,60plus,2032.032
904,1965,estimates,male,5yearly,60plus,2069.473
904,1965,estimates,female,5yearly,65plus,1722.269
904,1965,estimates,male,5yearly,65plus,1672.137
904,1965,estimates,female,5yearly,70plus,1358.976
904,1965,estimates,male,5yearly,70plus,1240.357
904,1965,estimates,female,5yearly,80plus,576.653
904,1965,estimates,male,5yearly,80plus,450.184
904,1965,estimates,female,5yearly,90plus,82.969
904,1965,estimates,male,5yearly,90plus,53.248
904,1970,estimates,female,5yearly,0_4,2636.342
904,1970,estimates,male,5yearly,0_4,3369.846
904,1970,estimates,female,5yearly,0_14,2885.369
904,1970,estimates,male,5yearly,0_14,3684.546
904,1970,estimates,female,5yearly,0_19,2989.042
904,1970,estimates,male,5yearly,0_19,3834.524
904,1970,estimates,female,5yearly,0_24,3110.188
904,1970,estimates,male,5yearly,0_24,4021.687
904,1970,estimates,female,5yearly,5_14,249.027
904,1970,estimates,male,5yearly,5_14,314.7
904,1970,estimates,female,5yearly,15plus,3757.811
904,1970,estimates,male,5yearly,15plus,4446.069
904,1970,estimates,female,5yearly,15_24,224.819
904,1970,estimates,male,5yearly,15_24,337.141
904,1970,estimates,female,5yearly,15_49,971.476
904,1970,estimates,male,5yearly,15_49,1403.783
904,1970,estimates,female,5yearly,15_59,1451.476
904,1970,estimates,male,5yearly,15_59,2072.263
904,1970,estimates,female,5yearly,15_64,1782.044
904,1970,estimates,male,5yearly,15_64,2508.444
904,1970,estimates,female,5yearly,20plus,3654.138
904,1970,estimates,male,5yearly,20plus,4296.091
904,1970,estimates,female,5yearly,20_64,1678.371
904,1970,estimates,male,5yearly,20_64,2358.466
904,1970,estimates,female,5yearly,20_69,2072.227
904,1970,estimates,male,5yearly,20_69,2840.636
904,1970,estimates,female,5yearly,25plus,3532.992
904,1970,estimates,male,5yearly,25plus,4108.928
904,1970,estimates,female,5yearly,25_69,1951.081
904,1970,estimates,male,5yearly,25_69,2653.473
904,1970,estimates,female,5yearly,40plus,3134.543
904,1970,estimates,male,5yearly,40plus,3525.178
904,1970,estimates,female,5yearly,50plus,2786.335
904,1970,estimates,male,5yearly,50plus,3042.286
904,1970,estimates,female,5yearly,60plus,2306.335
904,1970,estimates,male,5yearly,60plus,2373.806
904,1970,estimates,female,5yearly,65plus,1975.767
904,1970,estimates,male,5yearly,65plus,1937.625
904,1970,estimates,female,5yearly,70plus,1581.911
904,1970,estimates,male,5yearly,70plus,1455.455
904,1970,estimates,female,5yearly,80plus,692.97
904,1970,estimates,male,5yearly,80plus,540.201
904,1970,estimates,female,5yearly,90plus,105.34
904,1970,estimates,male,5yearly,90plus,68.353
904,1975,estimates,female,5yearly,0_4,2330.828
904,1975,estimates,male,5yearly,0_4,2954.485
904,1975,estimates,female,5yearly,0_14,2555.868
904,1975,estimates,male,5yearly,0_14,3234.838
904,1975,estimates,female,5yearly,0_19,2660.534
904,1975,estimates,male,5yearly,0_19,3402.807
904,1975,estimates,female,5yearly,0_24,2785.755
904,1975,estimates,male,5yearly,0_24,3625.379
904,1975,estimates,female,5yearly,5_14,225.04
904,1975,estimates,male,5yearly,5_14,280.353
904,1975,estimates,female,5yearly,15plus,4097.432
904,1975,estimates,male,5yearly,15plus,5078.338
904,1975,estimates,female,5yearly,15_24,229.887
904,1975,estimates,male,5yearly,15_24,390.541
904,1975,estimates,female,5yearly,15_49,985.546
904,1975,estimates,male,5yearly,15_49,1591.529
904,1975,estimates,female,5yearly,15_59,1494.581
904,1975,estimates,male,5yearly,15_59,2340.931
904,1975,estimates,female,5yearly,15_64,1838.08
904,1975,estimates,male,5yearly,15_64,2816.956
904,1975,estimates,female,5yearly,20plus,3992.766
904,1975,estimates,male,5yearly,20plus,4910.369
904,1975,estimates,female,5yearly,20_64,1733.414
904,1975,estimates,male,5yearly,20_64,2648.987
904,1975,estimates,female,5yearly,20_69,2159.841
904,1975,estimates,male,5yearly,20_69,3192.367
904,1975,estimates,female,5yearly,25plus,3867.545
904,1975,estimates,male,5yearly,25plus,4687.797
904,1975,estimates,female,5yearly,25_69,2034.62
904,1975,estimates,male,5yearly,25_69,2969.795
904,1975,estimates,female,5yearly,40plus,3464.606
904,1975,estimates,male,5yearly,40plus,4016.397
904,1975,estimates,female,5yearly,50plus,3111.886
904,1975,estimates,male,5yearly,50plus,3486.809
904,1975,estimates,female,5yearly,60plus,2602.851
904,1975,estimates,male,5yearly,60plus,2737.407
904,1975,estimates,female,5yearly,65plus,2259.352
904,1975,estimates,male,5yearly,65plus,2261.382
904,1975,estimates,female,5yearly,70plus,1832.925
904,1975,estimates,male,5yearly,70plus,1718.002
904,1975,estimates,female,5yearly,80plus,837.373
904,1975,estimates,male,5yearly,80plus,656.052
904,1975,estimates,female,5yearly,90plus,136.002
904,1975,estimates,male,5yearly,90plus,87.352
904,1980,estimates,female,5yearly,0_4,1993.895
904,1980,estimates,male,5yearly,0_4,2506.541
904,1980,estimates,female,5yearly,0_14,2190.618
904,1980,estimates,male,5yearly,0_14,2756.129
904,1980,estimates,female,5yearly,0_19,2291.06
904,1980,estimates,male,5yearly,0_19,2939.44
904,1980,estimates,female,5yearly,0_24,2411.332
904,1980,estimates,male,5yearly,0_24,3193.129
904,1980,estimates,female,5yearly,5_14,196.723
904,1980,estimates,male,5yearly,5_14,249.588
904,1980,estimates,female,5yearly,15plus,4444.846
904,1980,estimates,male,5yearly,15plus,5723.2
904,1980,estimates,female,5yearly,15_24,220.714
904,1980,estimates,male,5yearly,15_24,437
904,1980,estimates,female,5yearly,15_49,979.692
904,1980,estimates,male,5yearly,15_49,1787.153
904,1980,estimates,female,5yearly,15_59,1518.323
904,1980,estimates,male,5yearly,15_59,2620.003
904,1980,estimates,female,5yearly,15_64,1881.027
904,1980,estimates,male,5yearly,15_64,3144.58
904,1980,estimates,female,5yearly,20plus,4344.404
904,1980,estimates,male,5yearly,20plus,5539.889
904,1980,estimates,female,5yearly,20_64,1780.585
904,1980,estimates,male,5yearly,20_64,2961.269
904,1980,estimates,female,5yearly,20_69,2229.04
904,1980,estimates,male,5yearly,20_69,3552.673
904,1980,estimates,female,5yearly,25plus,4224.132
904,1980,estimates,male,5yearly,25plus,5286.2
904,1980,estimates,female,5yearly,25_69,2108.768
904,1980,estimates,male,5yearly,25_69,3298.984
904,1980,estimates,female,5yearly,40plus,3818.571
904,1980,estimates,male,5yearly,40plus,4510.233
904,1980,estimates,female,5yearly,50plus,3465.154
904,1980,estimates,male,5yearly,50plus,3936.047
904,1980,estimates,female,5yearly,60plus,2926.523
904,1980,estimates,male,5yearly,60plus,3103.197
904,1980,estimates,female,5yearly,65plus,2563.819
904,1980,estimates,male,5yearly,65plus,2578.62
904,1980,estimates,female,5yearly,70plus,2115.364
904,1980,estimates,male,5yearly,70plus,1987.216
904,1980,estimates,female,5yearly,80plus,1012.531
904,1980,estimates,male,5yearly,80plus,787.564
904,1980,estimates,female,5yearly,90plus,171.635
904,1980,estimates,male,5yearly,90plus,107.475
904,1985,estimates,female,5yearly,0_4,1619.435
904,1985,estimates,male,5yearly,0_4,2033.326
904,1985,estimates,female,5yearly,0_14,1791.107
904,1985,estimates,male,5yearly,0_14,2262.823
904,1985,estimates,female,5yearly,0_19,1883.64
904,1985,estimates,male,5yearly,0_19,2455.451
904,1985,estimates,female,5yearly,0_24,1997.317
904,1985,estimates,male,5yearly,0_24,2735.717
904,1985,estimates,female,5yearly,5_14,171.672
904,1985,estimates,male,5yearly,5_14,229.497
904,1985,estimates,female,5yearly,15plus,4867.539
904,1985,estimates,male,5yearly,15plus,6340.396
904,1985,estimates,female,5yearly,15_24,206.21
904,1985,estimates,male,5yearly,15_24,472.894
904,1985,estimates,female,5yearly,15_49,979.191
904,1985,estimates,male,5yearly,15_49,1974.708
904,1985,estimates,female,5yearly,15_59,1543.356
904,1985,estimates,male,5yearly,15_59,2865.198
904,1985,estimates,female,5yearly,15_64,1949.882
904,1985,estimates,male,5yearly,15_64,3455.249
904,1985,estimates,female,5yearly,20plus,4775.006
904,1985,estimates,male,5yearly,20plus,6147.768
904,1985,estimates,female,5yearly,20_64,1857.349
904,1985,estimates,male,5yearly,20_64,3262.621
904,1985,estimates,female,5yearly,20_69,2348.796
904,1985,estimates,male,5yearly,20_69,3911.268
904,1985,estimates,female,5yearly,25plus,4661.329
904,1985,estimates,male,5yearly,25plus,5867.502
904,1985,estimates,female,5yearly,25_69,2235.119
904,1985,estimates,male,5yearly,25_69,3631.002
904,1985,estimates,female,5yearly,40plus,4249.727
904,1985,estimates,male,5yearly,40plus,4984.972
904,1985,estimates,female,5yearly,50plus,3888.348
904,1985,estimates,male,5yearly,50plus,4365.688
904,1985,estimates,female,5yearly,60plus,3324.183
904,1985,estimates,male,5yearly,60plus,3475.198
904,1985,estimates,female,5yearly,65plus,2917.657
904,1985,estimates,male,5yearly,65plus,2885.147
904,1985,estimates,female,5yearly,70plus,2426.21
904,1985,estimates,male,5yearly,70plus,2236.5
904,1985,estimates,female,5yearly,80plus,1203.039
904,1985,estimates,male,5yearly,80plus,920.35
904,1985,estimates,female,5yearly,90plus,219.578
904,1985,estimates,male,5yearly,90plus,133.634
904,1990,estimates,female,5yearly,0_4,1291.866
904,1990,estimates,male,5yearly,0_4,1631.34
904,1990,estimates,female,5yearly,0_14,1437.899
904,1990,estimates,male,5yearly,0_14,1844.12
904,1990,estimates,female,5yearly,0_19,1522.803
904,1990,estimates,male,5yearly,0_19,2047.791
904,1990,estimates,female,5yearly,0_24,1628.333
904,1990,estimates,male,5yearly,0_24,2352.431
904,1990,estimates,female,5yearly,5_14,146.033
904,1990,estimates,male,5yearly,5_14,212.78
904,1990,estimates,female,5yearly,15plus,5268.502
904,1990,estimates,male,5yearly,15plus,6901.136
904,1990,estimates,female,5yearly,15_24,190.434
904,1990,estimates,male,5yearly,15_24,508.311
904,1990,estimates,female,5yearly,15_49,983.09
904,1990,estimates,male,5yearly,15_49,2176.712
904,1990,estimates,female,5yearly,15_59,1568.258
904,1990,estimates,male,5yearly,15_59,3108.014
904,1990,estimates,female,5yearly,15_64,1998.978
904,1990,estimates,male,5yearly,15_64,3727.479
904,1990,estimates,female,5yearly,20plus,5183.598
904,1990,estimates,male,5yearly,20plus,6697.465
904,1990,estimates,female,5yearly,20_64,1914.074
904,1990,estimates,male,5yearly,20_64,3523.808
904,1990,estimates,female,5yearly,20_69,2454.795
904,1990,estimates,male,5yearly,20_69,4232.911
904,1990,estimates,female,5yearly,25plus,5078.068
904,1990,estimates,male,5yearly,25plus,6392.825
904,1990,estimates,female,5yearly,25_69,2349.265
904,1990,estimates,male,5yearly,25_69,3928.271
904,1990,estimates,female,5yearly,40plus,4667.651
904,1990,estimates,male,5yearly,40plus,5407.191
904,1990,estimates,female,5yearly,50plus,4285.412
904,1990,estimates,male,5yearly,50plus,4724.424
904,1990,estimates,female,5yearly,60plus,3700.244
904,1990,estimates,male,5yearly,60plus,3793.122
904,1990,estimates,female,5yearly,65plus,3269.524
904,1990,estimates,male,5yearly,65plus,3173.657
904,1990,estimates,female,5yearly,70plus,2728.803
904,1990,estimates,male,5yearly,70plus,2464.554
904,1990,estimates,female,5yearly,80plus,1424.434
904,1990,estimates,male,5yearly,80plus,1062.406
904,1990,estimates,female,5yearly,90plus,287.771
904,1990,estimates,male,5yearly,90plus,170.971
904,1995,estimates,female,5yearly,0_4,1050.406
904,1995,estimates,male,5yearly,0_4,1353.559
904,1995,estimates,female,5yearly,0_14,1178.732
904,1995,estimates,male,5yearly,0_14,1552.088
904,1995,estimates,female,5yearly,0_19,1259.193
904,1995,estimates,male,5yearly,0_19,1762.938
904,1995,estimates,female,5yearly,0_24,1359.324
904,1995,estimates,male,5yearly,0_24,2078.119
904,1995,estimates,female,5yearly,5_14,128.326
904,1995,estimates,male,5yearly,5_14,198.529
904,1995,estimates,female,5yearly,15plus,5556.083
904,1995,estimates,male,5yearly,15plus,7159.322
904,1995,estimates,female,5yearly,15_24,180.592
904,1995,estimates,male,5yearly,15_24,526.031
904,1995,estimates,female,5yearly,15_49,1000.238
904,1995,estimates,male,5yearly,15_49,2294.272
904,1995,estimates,female,5yearly,15_59,1602.594
904,1995,estimates,male,5yearly,15_59,3233.554
904,1995,estimates,female,5yearly,15_64,2028.754
904,1995,estimates,male,5yearly,15_64,3832.866
904,1995,estimates,female,5yearly,20plus,5475.622
904,1995,estimates,male,5yearly,20plus,6948.472
904,1995,estimates,female,5yearly,20_64,1948.293
904,1995,estimates,male,5yearly,20_64,3622.016
904,1995,estimates,female,5yearly,20_69,2488.145
904,1995,estimates,male,5yearly,20_69,4312.676
904,1995,estimates,female,5yearly,25plus,5375.491
904,1995,estimates,male,5yearly,25plus,6633.291
904,1995,estimates,female,5yearly,25_69,2388.014
904,1995,estimates,male,5yearly,25_69,3997.495
904,1995,estimates,female,5yearly,40plus,4971.657
904,1995,estimates,male,5yearly,40plus,5614.505
904,1995,estimates,female,5yearly,50plus,4555.845
904,1995,estimates,male,5yearly,50plus,4865.05
904,1995,estimates,female,5yearly,60plus,3953.489
904,1995,estimates,male,5yearly,60plus,3925.768
904,1995,estimates,female,5yearly,65plus,3527.329
904,1995,estimates,male,5yearly,65plus,3326.456
904,1995,estimates,female,5yearly,70plus,2987.477
904,1995,estimates,male,5yearly,70plus,2635.796
904,1995,estimates,female,5yearly,80plus,1633.993
904,1995,estimates,male,5yearly,80plus,1195.489
904,1995,estimates,female,5yearly,90plus,372.719
904,1995,estimates,male,5yearly,90plus,216.532
904,2000,estimates,female,5yearly,0_4,813.478
904,2000,estimates,male,5yearly,0_4,1080.066
904,2000,estimates,female,5yearly,0_14,927.16
904,2000,estimates,male,5yearly,0_14,1264.656
904,2000,estimates,female,5yearly,0_19,1001.272
904,2000,estimates,male,5yearly,0_19,1474.064
904,2000,estimates,female,5yearly,0_24,1096.391
904,2000,estimates,male,5yearly,0_24,1795.271
904,2000,estimates,female,5yearly,5_14,113.682
904,2000,estimates,male,5yearly,5_14,184.59
904,2000,estimates,female,5yearly,15plus,6008.713
904,2000,estimates,male,5yearly,15plus,7689.302
904,2000,estimates,female,5yearly,15_24,169.231
904,2000,estimates,male,5yearly,15_24,530.615
904,2000,estimates,female,5yearly,15_49,993.43
904,2000,estimates,male,5yearly,15_49,2352.569
904,2000,estimates,female,5yearly,15_59,1638.247
904,2000,estimates,male,5yearly,15_59,3368.837
904,2000,estimates,female,5yearly,15_64,2074.791
904,2000,estimates,male,5yearly,15_64,3990.265
904,2000,estimates,female,5yearly,20plus,5934.601
904,2000,estimates,male,5yearly,20plus,7479.894
904,2000,estimates,female,5yearly,20_64,2000.679
904,2000,estimates,male,5yearly,20_64,3780.857
904,2000,estimates,female,5yearly,20_69,2549.8
904,2000,estimates,male,5yearly,20_69,4493.265
904,2000,estimates,female,5yearly,25plus,5839.482
904,2000,estimates,male,5yearly,25plus,7158.687
904,2000,estimates,female,5yearly,25_69,2454.681
904,2000,estimates,male,5yearly,25_69,4172.058
904,2000,estimates,female,5yearly,40plus,5451.565
904,2000,estimates,male,5yearly,40plus,6139.461
904,2000,estimates,female,5yearly,50plus,5015.283
904,2000,estimates,male,5yearly,50plus,5336.733
904,2000,estimates,female,5yearly,60plus,4370.466
904,2000,estimates,male,5yearly,60plus,4320.465
904,2000,estimates,female,5yearly,65plus,3933.922
904,2000,estimates,male,5yearly,65plus,3699.037
904,2000,estimates,female,5yearly,70plus,3384.801
904,2000,estimates,male,5yearly,70plus,2986.629
904,2000,estimates,female,5yearly,80plus,1916.6
904,2000,estimates,male,5yearly,80plus,1412.747
904,2000,estimates,female,5yearly,90plus,490.149
904,2000,estimates,male,5yearly,90plus,276.68
904,2005,estimates,female,5yearly,0_4,663.742
904,2005,estimates,male,5yearly,0_4,888.568
904,2005,estimates,female,5yearly,0_14,763.555
904,2005,estimates,male,5yearly,0_14,1049.627
904,2005,estimates,female,5yearly,0_19,832.332
904,2005,estimates,male,5yearly,0_19,1243.012
904,2005,estimates,female,5yearly,0_24,923.69
904,2005,estimates,male,5yearly,0_24,1556.185
904,2005,estimates,female,5yearly,5_14,99.813
904,2005,estimates,male,5yearly,5_14,161.059
904,2005,estimates,female,5yearly,15plus,6601.452
904,2005,estimates,male,5yearly,15plus,8369.819
904,2005,estimates,female,5yearly,15_24,160.135
904,2005,estimates,male,5yearly,15_24,506.558
904,2005,estimates,female,5yearly,15_49,995.931
904,2005,estimates,male,5yearly,15_49,2347.625
904,2005,estimates,female,5yearly,15_59,1711.472
904,2005,estimates,male,5yearly,15_59,3475.25
904,2005,estimates,female,5yearly,15_64,2185.315
904,2005,estimates,male,5yearly,15_64,4156.913
904,2005,estimates,female,5yearly,20plus,6532.675
904,2005,estimates,male,5yearly,20plus,8176.434
904,2005,estimates,female,5yearly,20_64,2116.538
904,2005,estimates,male,5yearly,20_64,3963.528
904,2005,estimates,female,5yearly,20_69,2701.646
904,2005,estimates,male,5yearly,20_69,4741.263
904,2005,estimates,female,5yearly,25plus,6441.317
904,2005,estimates,male,5yearly,25plus,7863.261
904,2005,estimates,female,5yearly,25_69,2610.288
904,2005,estimates,male,5yearly,25_69,4428.09
904,2005,estimates,female,5yearly,40plus,6057.29
904,2005,estimates,male,5yearly,40plus,6847.486
904,2005,estimates,female,5yearly,50plus,5605.521
904,2005,estimates,male,5yearly,50plus,6022.194
904,2005,estimates,female,5yearly,60plus,4889.98
904,2005,estimates,male,5yearly,60plus,4894.569
904,2005,estimates,female,5yearly,65plus,4416.137
904,2005,estimates,male,5yearly,65plus,4212.906
904,2005,estimates,female,5yearly,70plus,3831.029
904,2005,estimates,male,5yearly,70plus,3435.171
904,2005,estimates,female,5yearly,80plus,2244.412
904,2005,estimates,male,5yearly,80plus,1682.187
904,2005,estimates,female,5yearly,90plus,624.713
904,2005,estimates,male,5yearly,90plus,345.953
904,2010,estimates,female,5yearly,0_4,576.559
904,2010,estimates,male,5yearly,0_4,753.868
904,2010,estimates,female,5yearly,0_14,670.452
904,2010,estimates,male,5yearly,0_14,902.18
904,2010,estimates,female,5yearly,0_19,739.931
904,2010,estimates,male,5yearly,0_19,1094.083
904,2010,estimates,female,5yearly,0_24,829.749
904,2010,estimates,male,5yearly,0_24,1407.131
904,2010,estimates,female,5yearly,5_14,93.893
904,2010,estimates,male,5yearly,5_14,148.312
904,2010,estimates,female,5yearly,15plus,7287.011
904,2010,estimates,male,5yearly,15plus,9123.599
904,2010,estimates,female,5yearly,15_24,159.297
904,2010,estimates,male,5yearly,15_24,504.951
904,2010,estimates,female,5yearly,15_49,1010.96
904,2010,estimates,male,5yearly,15_49,2368.134
904,2010,estimates,female,5yearly,15_59,1794.212
904,2010,estimates,male,5yearly,15_59,3592.575
904,2010,estimates,female,5yearly,15_64,2329.743
904,2010,estimates,male,5yearly,15_64,4361.862
904,2010,estimates,female,5yearly,20plus,7217.532
904,2010,estimates,male,5yearly,20plus,8931.696
904,2010,estimates,female,5yearly,20_64,2260.264
904,2010,estimates,male,5yearly,20_64,4169.959
904,2010,estimates,female,5yearly,20_69,2899.157
904,2010,estimates,male,5yearly,20_69,5024.047
904,2010,estimates,female,5yearly,25plus,7127.714
904,2010,estimates,male,5yearly,25plus,8618.648
904,2010,estimates,female,5yearly,25_69,2809.339
904,2010,estimates,male,5yearly,25_69,4710.999
904,2010,estimates,female,5yearly,40plus,6740.175
904,2010,estimates,male,5yearly,40plus,7590.366
904,2010,estimates,female,5yearly,50plus,6276.051
904,2010,estimates,male,5yearly,50plus,6755.465
