continent,variant,freq,year,crudedeathrateper1000population
904,momentum,5yearly,2080,13.444
904,no_change,5yearly,2080,12.935
904,zero_migration,5yearly,2080,12.057
904,constant_fertility,5yearly,2085,9.574
904,constant_mortality,5yearly,2085,16.292
904,high_variant,5yearly,2085,9.129
904,instant_replacement,5yearly,2085,10.441
904,low_variant,5yearly,2085,17.516
904,medium_variant,5yearly,2085,12.468
904,momentum,5yearly,2085,13.454
904,no_change,5yearly,2085,12.857
904,zero_migration,5yearly,2085,12.343
904,constant_fertility,5yearly,2090,9.416
904,constant_mortality,5yearly,2090,16.483
904,high_variant,5yearly,2090,9.007
904,instant_replacement,5yearly,2090,10.389
904,low_variant,5yearly,2090,18.422
904,medium_variant,5yearly,2090,12.646
904,momentum,5yearly,2090,13.424
904,no_change,5yearly,2090,12.747
904,zero_migration,5yearly,2090,12.521
904,constant_fertility,5yearly,2095,9.226
904,constant_mortality,5yearly,2095,16.61
904,high_variant,5yearly,2095,8.883
904,instant_replacement,5yearly,2095,10.296
904,low_variant,5yearly,2095,19.19
904,medium_variant,5yearly,2095,12.753
904,momentum,5yearly,2095,13.394
904,no_change,5yearly,2095,12.645
904,zero_migration,5yearly,2095,12.627
904,constant_fertility,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,constant_mortality,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,estimates,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,high_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,instant_replacement,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,low_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,medium_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,momentum,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,no_change,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,zero_migration,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
