continent,year,variant,freq,agebroad,totaldeaths
904,1965,estimates,5yearly,20_24,296.691
904,1965,estimates,5yearly,25_29,316.261
904,1965,estimates,5yearly,30_34,327.516
904,1965,estimates,5yearly,35_39,347.845
904,1965,estimates,5yearly,40_44,377.288
904,1965,estimates,5yearly,45_49,415.887
904,1965,estimates,5yearly,50_54,493.985
904,1965,estimates,5yearly,55_59,603.034
904,1965,estimates,5yearly,60_64,707.099
904,1965,estimates,5yearly,65_69,795.073
904,1965,estimates,5yearly,70_74,816.568
904,1965,estimates,5yearly,75_79,755.928
904,1965,estimates,5yearly,80_84,580.063
904,1965,estimates,5yearly,85_89,310.557
904,1965,estimates,5yearly,90_94,109.771
904,1965,estimates,5yearly,95plus,26.446
904,1965,estimates,5yearly,0_14,7233.578
904,1965,estimates,5yearly,0_19,7483.138
904,1965,estimates,5yearly,0_24,7779.829
904,1965,estimates,5yearly,5_14,619.861
904,1965,estimates,5yearly,15plus,7529.572
904,1965,estimates,5yearly,15_24,546.251
904,1965,estimates,5yearly,15_49,2331.048
904,1965,estimates,5yearly,15_59,3428.067
904,1965,estimates,5yearly,15_64,4135.166
904,1965,estimates,5yearly,20plus,7280.012
904,1965,estimates,5yearly,20_64,3885.606
904,1965,estimates,5yearly,20_69,4680.679
904,1965,estimates,5yearly,25plus,6983.321
904,1965,estimates,5yearly,25_69,4383.988
904,1965,estimates,5yearly,40plus,5991.699
904,1965,estimates,5yearly,50plus,5198.524
904,1965,estimates,5yearly,60plus,4101.505
904,1965,estimates,5yearly,65plus,3394.406
904,1965,estimates,5yearly,70plus,2599.333
904,1965,estimates,5yearly,80plus,1026.837
904,1965,estimates,5yearly,90plus,136.217
904,1970,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1970,estimates,5yearly,0_4,6006.188
904,1970,estimates,5yearly,5_9,346.515
904,1970,estimates,5yearly,10_14,217.212
904,1970,estimates,5yearly,15_19,253.651
904,1970,estimates,5yearly,20_24,308.309
904,1970,estimates,5yearly,25_29,316.1
904,1970,estimates,5yearly,30_34,322.914
904,1970,estimates,5yearly,35_39,343.185
904,1970,estimates,5yearly,40_44,384.358
904,1970,estimates,5yearly,45_49,446.742
904,1970,estimates,5yearly,50_54,519.225
904,1970,estimates,5yearly,55_59,629.255
904,1970,estimates,5yearly,60_64,766.749
904,1970,estimates,5yearly,65_69,876.026
904,1970,estimates,5yearly,70_74,928.68
904,1970,estimates,5yearly,75_79,875.515
904,1970,estimates,5yearly,80_84,679.408
904,1970,estimates,5yearly,85_89,380.07
904,1970,estimates,5yearly,90_94,138.689
904,1970,estimates,5yearly,95plus,35.004
904,1970,estimates,5yearly,0_14,6569.915
904,1970,estimates,5yearly,0_19,6823.566
904,1970,estimates,5yearly,0_24,7131.875
904,1970,estimates,5yearly,5_14,563.727
904,1970,estimates,5yearly,15plus,8203.88
904,1970,estimates,5yearly,15_24,561.96
904,1970,estimates,5yearly,15_49,2375.259
904,1970,estimates,5yearly,15_59,3523.739
904,1970,estimates,5yearly,15_64,4290.488
904,1970,estimates,5yearly,20plus,7950.229
904,1970,estimates,5yearly,20_64,4036.837
904,1970,estimates,5yearly,20_69,4912.863
904,1970,estimates,5yearly,25plus,7641.92
904,1970,estimates,5yearly,25_69,4604.554
904,1970,estimates,5yearly,40plus,6659.721
904,1970,estimates,5yearly,50plus,5828.621
904,1970,estimates,5yearly,60plus,4680.141
904,1970,estimates,5yearly,65plus,3913.392
904,1970,estimates,5yearly,70plus,3037.366
904,1970,estimates,5yearly,80plus,1233.171
904,1970,estimates,5yearly,90plus,173.693
904,1975,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1975,estimates,5yearly,0_4,5285.313
904,1975,estimates,5yearly,5_9,295.387
904,1975,estimates,5yearly,10_14,210.006
904,1975,estimates,5yearly,15_19,272.635
904,1975,estimates,5yearly,20_24,347.793
904,1975,estimates,5yearly,25_29,361.166
904,1975,estimates,5yearly,30_34,349.751
904,1975,estimates,5yearly,35_39,363.422
904,1975,estimates,5yearly,40_44,404.116
904,1975,estimates,5yearly,45_49,478.192
904,1975,estimates,5yearly,50_54,577.847
904,1975,estimates,5yearly,55_59,680.59
904,1975,estimates,5yearly,60_64,819.524
904,1975,estimates,5yearly,65_69,969.807
904,1975,estimates,5yearly,70_74,1041.094
904,1975,estimates,5yearly,75_79,1016.408
904,1975,estimates,5yearly,80_84,811.292
904,1975,estimates,5yearly,85_89,458.779
904,1975,estimates,5yearly,90_94,176.661
904,1975,estimates,5yearly,95plus,46.693
904,1975,estimates,5yearly,0_14,5790.706
904,1975,estimates,5yearly,0_19,6063.341
904,1975,estimates,5yearly,0_24,6411.134
904,1975,estimates,5yearly,5_14,505.393
904,1975,estimates,5yearly,15plus,9175.77
904,1975,estimates,5yearly,15_24,620.428
904,1975,estimates,5yearly,15_49,2577.075
904,1975,estimates,5yearly,15_59,3835.512
904,1975,estimates,5yearly,15_64,4655.036
904,1975,estimates,5yearly,20plus,8903.135
904,1975,estimates,5yearly,20_64,4382.401
904,1975,estimates,5yearly,20_69,5352.208
904,1975,estimates,5yearly,25plus,8555.342
904,1975,estimates,5yearly,25_69,5004.415
904,1975,estimates,5yearly,40plus,7481.003
904,1975,estimates,5yearly,50plus,6598.695
904,1975,estimates,5yearly,60plus,5340.258
904,1975,estimates,5yearly,65plus,4520.734
904,1975,estimates,5yearly,70plus,3550.927
904,1975,estimates,5yearly,80plus,1493.425
904,1975,estimates,5yearly,90plus,223.354
904,1980,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1980,estimates,5yearly,0_4,4500.436
904,1980,estimates,5yearly,5_9,248.782
904,1980,estimates,5yearly,10_14,197.529
904,1980,estimates,5yearly,15_19,283.753
904,1980,estimates,5yearly,20_24,373.961
904,1980,estimates,5yearly,25_29,400.821
904,1980,estimates,5yearly,30_34,392.022
904,1980,estimates,5yearly,35_39,388.685
904,1980,estimates,5yearly,40_44,426.591
904,1980,estimates,5yearly,45_49,501.012
904,1980,estimates,5yearly,50_54,615.342
904,1980,estimates,5yearly,55_59,756.139
904,1980,estimates,5yearly,60_64,887.281
904,1980,estimates,5yearly,65_69,1039.859
904,1980,estimates,5yearly,70_74,1157.346
904,1980,estimates,5yearly,75_79,1145.139
904,1980,estimates,5yearly,80_84,957.035
904,1980,estimates,5yearly,85_89,563.95
904,1980,estimates,5yearly,90_94,217.357
904,1980,estimates,5yearly,95plus,61.753
904,1980,estimates,5yearly,0_14,4946.747
904,1980,estimates,5yearly,0_19,5230.5
904,1980,estimates,5yearly,0_24,5604.461
904,1980,estimates,5yearly,5_14,446.311
904,1980,estimates,5yearly,15plus,10168.046
904,1980,estimates,5yearly,15_24,657.714
904,1980,estimates,5yearly,15_49,2766.845
904,1980,estimates,5yearly,15_59,4138.326
904,1980,estimates,5yearly,15_64,5025.607
904,1980,estimates,5yearly,20plus,9884.293
904,1980,estimates,5yearly,20_64,4741.854
904,1980,estimates,5yearly,20_69,5781.713
904,1980,estimates,5yearly,25plus,9510.332
904,1980,estimates,5yearly,25_69,5407.752
904,1980,estimates,5yearly,40plus,8328.804
904,1980,estimates,5yearly,50plus,7401.201
904,1980,estimates,5yearly,60plus,6029.72
904,1980,estimates,5yearly,65plus,5142.439
904,1980,estimates,5yearly,70plus,4102.58
904,1980,estimates,5yearly,80plus,1800.095
904,1980,estimates,5yearly,90plus,279.11
904,1985,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1985,estimates,5yearly,0_4,3652.761
904,1985,estimates,5yearly,5_9,216.323
904,1985,estimates,5yearly,10_14,184.846
904,1985,estimates,5yearly,15_19,285.161
904,1985,estimates,5yearly,20_24,393.943
904,1985,estimates,5yearly,25_29,430.462
904,1985,estimates,5yearly,30_34,430.732
904,1985,estimates,5yearly,35_39,432.938
904,1985,estimates,5yearly,40_44,454.411
904,1985,estimates,5yearly,45_49,526.252
904,1985,estimates,5yearly,50_54,644.102
904,1985,estimates,5yearly,55_59,810.553
904,1985,estimates,5yearly,60_64,996.577
904,1985,estimates,5yearly,65_69,1140.094
904,1985,estimates,5yearly,70_74,1253.797
904,1985,estimates,5yearly,75_79,1285.524
904,1985,estimates,5yearly,80_84,1092.653
904,1985,estimates,5yearly,85_89,677.524
904,1985,estimates,5yearly,90_94,274.375
904,1985,estimates,5yearly,95plus,78.837
904,1985,estimates,5yearly,0_14,4053.93
904,1985,estimates,5yearly,0_19,4339.091
904,1985,estimates,5yearly,0_24,4733.034
904,1985,estimates,5yearly,5_14,401.169
904,1985,estimates,5yearly,15plus,11207.935
904,1985,estimates,5yearly,15_24,679.104
904,1985,estimates,5yearly,15_49,2953.899
904,1985,estimates,5yearly,15_59,4408.554
904,1985,estimates,5yearly,15_64,5405.131
904,1985,estimates,5yearly,20plus,10922.774
904,1985,estimates,5yearly,20_64,5119.97
904,1985,estimates,5yearly,20_69,6260.064
904,1985,estimates,5yearly,25plus,10528.831
904,1985,estimates,5yearly,25_69,5866.121
904,1985,estimates,5yearly,40plus,9234.699
904,1985,estimates,5yearly,50plus,8254.036
904,1985,estimates,5yearly,60plus,6799.381
904,1985,estimates,5yearly,65plus,5802.804
904,1985,estimates,5yearly,70plus,4662.71
904,1985,estimates,5yearly,80plus,2123.389
904,1985,estimates,5yearly,90plus,353.212
904,1990,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1990,estimates,5yearly,0_4,2923.206
904,1990,estimates,5yearly,5_9,184.516
904,1990,estimates,5yearly,10_14,174.297
904,1990,estimates,5yearly,15_19,288.575
904,1990,estimates,5yearly,20_24,410.17
904,1990,estimates,5yearly,25_29,457.537
904,1990,estimates,5yearly,30_34,462.867
904,1990,estimates,5yearly,35_39,475.647
904,1990,estimates,5yearly,40_44,505.408
904,1990,estimates,5yearly,45_49,559.598
904,1990,estimates,5yearly,50_54,674.731
904,1990,estimates,5yearly,55_59,841.739
904,1990,estimates,5yearly,60_64,1050.185
904,1990,estimates,5yearly,65_69,1249.824
904,1990,estimates,5yearly,70_74,1339.616
904,1990,estimates,5yearly,75_79,1366.901
904,1990,estimates,5yearly,80_84,1228.83
904,1990,estimates,5yearly,85_89,799.268
904,1990,estimates,5yearly,90_94,349.668
904,1990,estimates,5yearly,95plus,109.074
904,1990,estimates,5yearly,0_14,3282.019
904,1990,estimates,5yearly,0_19,3570.594
904,1990,estimates,5yearly,0_24,3980.764
904,1990,estimates,5yearly,5_14,358.813
904,1990,estimates,5yearly,15plus,12169.638
904,1990,estimates,5yearly,15_24,698.745
904,1990,estimates,5yearly,15_49,3159.802
904,1990,estimates,5yearly,15_59,4676.272
904,1990,estimates,5yearly,15_64,5726.457
904,1990,estimates,5yearly,20plus,11881.063
904,1990,estimates,5yearly,20_64,5437.882
904,1990,estimates,5yearly,20_69,6687.706
904,1990,estimates,5yearly,25plus,11470.893
904,1990,estimates,5yearly,25_69,6277.536
904,1990,estimates,5yearly,40plus,10074.842
904,1990,estimates,5yearly,50plus,9009.836
904,1990,estimates,5yearly,60plus,7493.366
904,1990,estimates,5yearly,65plus,6443.181
904,1990,estimates,5yearly,70plus,5193.357
904,1990,estimates,5yearly,80plus,2486.84
904,1990,estimates,5yearly,90plus,458.742
904,1995,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,1995,estimates,5yearly,0_4,2403.965
904,1995,estimates,5yearly,5_9,162.909
904,1995,estimates,5yearly,10_14,163.946
904,1995,estimates,5yearly,15_19,291.311
904,1995,estimates,5yearly,20_24,415.312
904,1995,estimates,5yearly,25_29,452.318
904,1995,estimates,5yearly,30_34,470.897
904,1995,estimates,5yearly,35_39,499.405
904,1995,estimates,5yearly,40_44,549.489
904,1995,estimates,5yearly,45_49,615.778
904,1995,estimates,5yearly,50_54,699.619
904,1995,estimates,5yearly,55_59,842.019
904,1995,estimates,5yearly,60_64,1025.472
904,1995,estimates,5yearly,65_69,1230.512
904,1995,estimates,5yearly,70_74,1381.848
904,1995,estimates,5yearly,75_79,1411.943
904,1995,estimates,5yearly,80_84,1308.367
904,1995,estimates,5yearly,85_89,931.864
904,1995,estimates,5yearly,90_94,437.036
904,1995,estimates,5yearly,95plus,152.215
904,1995,estimates,5yearly,0_14,2730.82
904,1995,estimates,5yearly,0_19,3022.131
904,1995,estimates,5yearly,0_24,3437.443
904,1995,estimates,5yearly,5_14,326.855
904,1995,estimates,5yearly,15plus,12715.405
904,1995,estimates,5yearly,15_24,706.623
904,1995,estimates,5yearly,15_49,3294.51
904,1995,estimates,5yearly,15_59,4836.148
904,1995,estimates,5yearly,15_64,5861.62
904,1995,estimates,5yearly,20plus,12424.094
904,1995,estimates,5yearly,20_64,5570.309
904,1995,estimates,5yearly,20_69,6800.821
904,1995,estimates,5yearly,25plus,12008.782
904,1995,estimates,5yearly,25_69,6385.509
904,1995,estimates,5yearly,40plus,10586.162
904,1995,estimates,5yearly,50plus,9420.895
904,1995,estimates,5yearly,60plus,7879.257
904,1995,estimates,5yearly,65plus,6853.785
904,1995,estimates,5yearly,70plus,5623.273
904,1995,estimates,5yearly,80plus,2829.482
904,1995,estimates,5yearly,90plus,589.251
904,2000,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2000,estimates,5yearly,0_4,1893.544
904,2000,estimates,5yearly,5_9,146.391
904,2000,estimates,5yearly,10_14,151.881
904,2000,estimates,5yearly,15_19,283.52
904,2000,estimates,5yearly,20_24,416.326
904,2000,estimates,5yearly,25_29,444.93
904,2000,estimates,5yearly,30_34,458.419
904,2000,estimates,5yearly,35_39,503.794
904,2000,estimates,5yearly,40_44,573.426
904,2000,estimates,5yearly,45_49,665.584
904,2000,estimates,5yearly,50_54,771.986
904,2000,estimates,5yearly,55_59,889.099
904,2000,estimates,5yearly,60_64,1057.972
904,2000,estimates,5yearly,65_69,1261.529
904,2000,estimates,5yearly,70_74,1458.371
904,2000,estimates,5yearly,75_79,1583.712
904,2000,estimates,5yearly,80_84,1478.241
904,2000,estimates,5yearly,85_89,1084.277
904,2000,estimates,5yearly,90_94,556.614
904,2000,estimates,5yearly,95plus,210.215
904,2000,estimates,5yearly,0_14,2191.816
904,2000,estimates,5yearly,0_19,2475.336
904,2000,estimates,5yearly,0_24,2891.662
904,2000,estimates,5yearly,5_14,298.272
904,2000,estimates,5yearly,15plus,13698.015
904,2000,estimates,5yearly,15_24,699.846
904,2000,estimates,5yearly,15_49,3345.999
904,2000,estimates,5yearly,15_59,5007.084
904,2000,estimates,5yearly,15_64,6065.056
904,2000,estimates,5yearly,20plus,13414.495
904,2000,estimates,5yearly,20_64,5781.536
904,2000,estimates,5yearly,20_69,7043.065
904,2000,estimates,5yearly,25plus,12998.169
904,2000,estimates,5yearly,25_69,6626.739
904,2000,estimates,5yearly,40plus,11591.026
904,2000,estimates,5yearly,50plus,10352.016
904,2000,estimates,5yearly,60plus,8690.931
904,2000,estimates,5yearly,65plus,7632.959
904,2000,estimates,5yearly,70plus,6371.43
904,2000,estimates,5yearly,80plus,3329.347
904,2000,estimates,5yearly,90plus,766.829
904,2005,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2005,estimates,5yearly,0_4,1552.31
904,2005,estimates,5yearly,5_9,125.58
904,2005,estimates,5yearly,10_14,135.292
904,2005,estimates,5yearly,15_19,262.162
904,2005,estimates,5yearly,20_24,404.531
904,2005,estimates,5yearly,25_29,448.975
904,2005,estimates,5yearly,30_34,457.349
904,2005,estimates,5yearly,35_39,493.478
904,2005,estimates,5yearly,40_44,579.277
904,2005,estimates,5yearly,45_49,697.784
904,2005,estimates,5yearly,50_54,842.5
904,2005,estimates,5yearly,55_59,1000.666
904,2005,estimates,5yearly,60_64,1155.506
904,2005,estimates,5yearly,65_69,1362.843
904,2005,estimates,5yearly,70_74,1585.714
904,2005,estimates,5yearly,75_79,1753.887
904,2005,estimates,5yearly,80_84,1693.412
904,2005,estimates,5yearly,85_89,1262.521
904,2005,estimates,5yearly,90_94,678.759
904,2005,estimates,5yearly,95plus,291.907
904,2005,estimates,5yearly,0_14,1813.182
904,2005,estimates,5yearly,0_19,2075.344
904,2005,estimates,5yearly,0_24,2479.875
904,2005,estimates,5yearly,5_14,260.872
904,2005,estimates,5yearly,15plus,14971.271
904,2005,estimates,5yearly,15_24,666.693
904,2005,estimates,5yearly,15_49,3343.556
904,2005,estimates,5yearly,15_59,5186.722
904,2005,estimates,5yearly,15_64,6342.228
904,2005,estimates,5yearly,20plus,14709.109
904,2005,estimates,5yearly,20_64,6080.066
904,2005,estimates,5yearly,20_69,7442.909
904,2005,estimates,5yearly,25plus,14304.578
904,2005,estimates,5yearly,25_69,7038.378
904,2005,estimates,5yearly,40plus,12904.776
904,2005,estimates,5yearly,50plus,11627.715
904,2005,estimates,5yearly,60plus,9784.549
904,2005,estimates,5yearly,65plus,8629.043
904,2005,estimates,5yearly,70plus,7266.2
904,2005,estimates,5yearly,80plus,3926.599
904,2005,estimates,5yearly,90plus,970.666
904,2010,estimates,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2010,estimates,5yearly,0_4,1330.427
904,2010,estimates,5yearly,5_9,111.276
904,2010,estimates,5yearly,10_14,130.929
904,2010,estimates,5yearly,15_19,261.382
904,2010,estimates,5yearly,20_24,402.866
904,2010,estimates,5yearly,25_29,450.956
904,2010,estimates,5yearly,30_34,467.159
904,2010,estimates,5yearly,35_39,497.706
904,2010,estimates,5yearly,40_44,576.737
904,2010,estimates,5yearly,45_49,722.288
904,2010,estimates,5yearly,50_54,903.115
904,2010,estimates,5yearly,55_59,1104.578
904,2010,estimates,5yearly,60_64,1304.818
904,2010,estimates,5yearly,65_69,1492.981
904,2010,estimates,5yearly,70_74,1721.75
904,2010,estimates,5yearly,75_79,1894.933
904,2010,estimates,5yearly,80_84,1871.582
904,2010,estimates,5yearly,85_89,1511.125
904,2010,estimates,5yearly,90_94,844.652
904,2010,estimates,5yearly,95plus,381.982
904,2010,estimates,5yearly,0_14,1572.632
904,2010,estimates,5yearly,0_19,1834.014
904,2010,estimates,5yearly,0_24,2236.88
904,2010,estimates,5yearly,5_14,242.205
904,2010,estimates,5yearly,15plus,16410.61
904,2010,estimates,5yearly,15_24,664.248
904,2010,estimates,5yearly,15_49,3379.094
904,2010,estimates,5yearly,15_59,5386.787
904,2010,estimates,5yearly,15_64,6691.605
904,2010,estimates,5yearly,20plus,16149.228
904,2010,estimates,5yearly,20_64,6430.223
904,2010,estimates,5yearly,20_69,7923.204
904,2010,estimates,5yearly,25plus,15746.362
904,2010,estimates,5yearly,25_69,7520.338
904,2010,estimates,5yearly,40plus,14330.541
904,2010,estimates,5yearly,50plus,13031.516
904,2010,estimates,5yearly,60plus,11023.823
904,2010,estimates,5yearly,65plus,9719.005
904,2010,estimates,5yearly,70plus,8226.024
904,2010,estimates,5yearly,80plus,4609.341
904,2010,estimates,5yearly,90plus,1226.634
904,2015,constant_fertility,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,constant_mortality,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,high_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,instant_replacement,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,low_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,medium_variant,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,momentum,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,no_change,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,zero_migration,5yearly,"Region, subregion, country or area *",LATIN AMERICA AND THE CARIBBEAN
904,2015,constant_fertility,5yearly,0_4,1181.808
904,2015,constant_mortality,5yearly,0_4,1306.041
904,2015,high_variant,5yearly,0_4,1233.06
904,2015,instant_replacement,5yearly,0_4,1112.691
904,2015,low_variant,5yearly,0_4,1008.021
904,2015,medium_variant,5yearly,0_4,1120.535
904,2015,momentum,5yearly,0_4,1308.233
904,2015,no_change,5yearly,0_4,1377.252
904,2015,zero_migration,5yearly,0_4,1123.38
904,2015,constant_fertility,5yearly,5_9,99.507
904,2015,high_variant,5yearly,5_9,99.507
904,2015,low_variant,5yearly,5_9,99.509
904,2015,medium_variant,5yearly,5_9,99.509
904,2015,constant_fertility,5yearly,10_14,117.02
904,2015,high_variant,5yearly,10_14,117.021
904,2015,low_variant,5yearly,10_14,117.024
904,2015,medium_variant,5yearly,10_14,117.021
904,2015,constant_fertility,5yearly,15_19,234.438
904,2015,high_variant,5yearly,15_19,234.438
904,2015,low_variant,5yearly,15_19,234.442
904,2015,medium_variant,5yearly,15_19,234.439
904,2015,constant_fertility,5yearly,20_24,378.577
904,2015,high_variant,5yearly,20_24,378.577
904,2015,low_variant,5yearly,20_24,378.579
904,2015,medium_variant,5yearly,20_24,378.579
904,2015,constant_fertility,5yearly,25_29,435.195
904,2015,high_variant,5yearly,25_29,435.194
904,2015,low_variant,5yearly,25_29,435.199
904,2015,medium_variant,5yearly,25_29,435.196
904,2015,constant_fertility,5yearly,30_34,466.556
904,2015,high_variant,5yearly,30_34,466.555
904,2015,low_variant,5yearly,30_34,466.559
904,2015,medium_variant,5yearly,30_34,466.558
904,2015,constant_fertility,5yearly,35_39,512.185
904,2015,high_variant,5yearly,35_39,512.185
